aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.2,BALIS-2,BB11001,0.494,228
MAli-v1.2,BALIS-2,BB11002,0.0,556
MAli-v1.2,BALIS-2,BB11003,0.118,879
MAli-v1.2,BALIS-2,BB11006,0.0283,680
MAli-v1.2,BALIS-2,BB11007,0.0771,894
MAli-v1.2,BALIS-2,BB11010,0.047,887
MAli-v1.2,BALIS-2,BB11012,0.444,792
MAli-v1.2,BALIS-2,BB11013,0.0448,229
MAli-v1.2,BALIS-2,BB11017,0.374,666
MAli-v1.2,BALIS-2,BB11020,0.0411,596
MAli-v1.2,BALIS-2,BB11023,0.0552,765
MAli-v1.2,BALIS-2,BB11024,0.0,837
MAli-v1.2,BALIS-2,BB11026,0.0183,1087
MAli-v1.2,BALIS-2,BB11028,0.04,652
MAli-v1.2,BALIS-2,BB11030,0.00828,853
MAli-v1.2,BALIS-2,BB11032,0.00846,780
MAli-v1.2,BALIS-2,BB11034,0.00714,1034
MAli-v1.2,BALIS-2,BB11035,0.184,324
MAli-v1.2,BALIS-2,BB11036,0.0342,864
MAli-v1.2,BALIS-2,BB12001,0.478,811
MAli-v1.2,BALIS-2,BB12003,0.82,171
MAli-v1.2,BALIS-2,BB12006,0.799,577
MAli-v1.2,BALIS-2,BB12008,0.475,726
MAli-v1.2,BALIS-2,BB12015,0.169,587
MAli-v1.2,BALIS-2,BB12017,0.519,819
MAli-v1.2,BALIS-2,BB12020,0.807,305
MAli-v1.2,BALIS-2,BB12022,0.327,342
MAli-v1.2,BALIS-2,BB12025,0.849,543
MAli-v1.2,BALIS-2,BB12032,0.504,193
MAli-v1.2,BALIS-2,BB12033,0.412,795
MAli-v1.2,BALIS-2,BB12035,0.714,709
MAli-v1.2,BALIS-2,BB12036,0.207,640
MAli-v1.2,BALIS-2,BB12038,0.427,654
MAli-v1.2,BALIS-2,BB12041,0.433,243
MAli-v1.2,BALIS-2,BB12043,0.309,524
MAli-v1.2,BALIS-2,BB20002,0.0753,508
MAli-v1.2,BALIS-2,BB20005,0.0241,838
MAli-v1.2,BALIS-2,BB20010,0.539,975
MAli-v1.2,BALIS-2,BB20016,0.0635,806
MAli-v1.2,BALIS-2,BB20018,0.224,745
MAli-v1.2,BALIS-2,BB20019,0.0,938
MAli-v1.2,BALIS-2,BB20020,0.25,718
MAli-v1.2,BALIS-2,BB20025,0.156,780
MAli-v1.2,BALIS-2,BB20026,0.0,1065
MAli-v1.2,BALIS-2,BB20028,0.296,830
MAli-v1.2,BALIS-2,BB20029,0.0,218
MAli-v1.2,BALIS-2,BB20030,0.0729,226
MAli-v1.2,BALIS-2,BB20031,0.0556,762
MAli-v1.2,BALIS-2,BB20032,0.206,241
MAli-v1.2,BALIS-2,BB20033,0.32,314
MAli-v1.2,BALIS-2,BB20034,0.0115,864
MAli-v1.2,BALIS-2,BB20035,0.0333,749
MAli-v1.2,BALIS-2,BB20036,0.0444,397
MAli-v1.2,BALIS-2,BB20037,0.00952,1022
MAli-v1.2,BALIS-2,BB20038,0.257,261
MAli-v1.2,BALIS-2,BB20039,0.0184,848
MAli-v1.2,BALIS-2,BB20040,0.384,829
MAli-v1.2,BALIS-2,BB30002,0.236,866
MAli-v1.2,BALIS-2,BB30003,0.0278,841
MAli-v1.2,BALIS-2,BB30005,0.049,912
MAli-v1.2,BALIS-2,BB30009,0.0,212
MAli-v1.2,BALIS-2,BB30010,0.355,907
MAli-v1.2,BALIS-2,BB30012,0.328,893
MAli-v1.2,BALIS-2,BB30013,0.0,1066
MAli-v1.2,BALIS-2,BB30020,0.0,732
MAli-v1.2,BALIS-2,BB30024,0.0181,814
MAli-v1.2,BALIS-2,BB30030,0.108,860
MAli-v1.2,BALIS-2,BB40002,0.0727,520
MAli-v1.2,BALIS-2,BB40006,0.3,738
MAli-v1.2,BALIS-2,BB40011,0.0319,730
MAli-v1.2,BALIS-2,BB40012,0.44,743
MAli-v1.2,BALIS-2,BB40013,0.0714,741
MAli-v1.2,BALIS-2,BB40014,0.821,712
MAli-v1.2,BALIS-2,BB40017,0.182,556
MAli-v1.2,BALIS-2,BB40023,0.313,850
MAli-v1.2,BALIS-2,BB40030,0.476,776
MAli-v1.2,BALIS-2,BB40034,0.224,1071
MAli-v1.2,BALIS-2,BB40035,0.935,677
MAli-v1.2,BALIS-2,BB40040,0.425,621
MAli-v1.2,BALIS-2,BB40042,0.0626,702
MAli-v1.2,BALIS-2,BB40043,0.0563,748
MAli-v1.2,BALIS-2,BB40044,0.0827,544
MAli-v1.2,BALIS-2,BB40045,0.411,275
MAli-v1.2,BALIS-2,BB50002,0.00122,1072
MAli-v1.2,BALIS-2,BB50003,0.297,917
MAli-v1.2,BALIS-2,BB50006,0.00853,1091
MAli-v1.2,BALIS-2,BB50009,0.141,919
MAli-v1.2,BALIS-2,BB50010,0.19,883
MAli-v1.2,BALIS-2,BB50013,0.664,701
MAli-v1.2,BALIS-2,BB50015,0.008,911
