aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.2,BALIS-2,BB11001,0.561,777
MAli-v1.2,BALIS-2,BB11002,0.0378,1114
MAli-v1.2,BALIS-2,BB11003,0.181,2310
MAli-v1.2,BALIS-2,BB11006,0.067,1489
MAli-v1.2,BALIS-2,BB11007,0.277,2224
MAli-v1.2,BALIS-2,BB11010,0.047,2173
MAli-v1.2,BALIS-2,BB11012,0.526,1786
MAli-v1.2,BALIS-2,BB11013,0.0862,847
MAli-v1.2,BALIS-2,BB11017,0.403,1364
MAli-v1.2,BALIS-2,BB11020,0.0967,1401
MAli-v1.2,BALIS-2,BB11023,0.195,1799
MAli-v1.2,BALIS-2,BB11024,0.0469,1883
MAli-v1.2,BALIS-2,BB11026,0.0,2898
MAli-v1.2,BALIS-2,BB11028,0.0311,1295
MAli-v1.2,BALIS-2,BB11030,0.0,1878
MAli-v1.2,BALIS-2,BB11032,0.0395,1831
MAli-v1.2,BALIS-2,BB11034,0.134,2883
MAli-v1.2,BALIS-2,BB11035,0.178,939
MAli-v1.2,BALIS-2,BB11036,0.0524,1950
MAli-v1.2,BALIS-2,BB12001,0.492,2077
MAli-v1.2,BALIS-2,BB12003,0.82,649
MAli-v1.2,BALIS-2,BB12006,0.851,1194
MAli-v1.2,BALIS-2,BB12008,0.821,1699
MAli-v1.2,BALIS-2,BB12015,0.244,1132
MAli-v1.2,BALIS-2,BB12017,0.613,2107
MAli-v1.2,BALIS-2,BB12020,0.814,896
MAli-v1.2,BALIS-2,BB12022,0.621,916
MAli-v1.2,BALIS-2,BB12025,0.859,1175
MAli-v1.2,BALIS-2,BB12032,0.848,731
MAli-v1.2,BALIS-2,BB12033,0.437,1858
MAli-v1.2,BALIS-2,BB12035,0.865,1443
MAli-v1.2,BALIS-2,BB12036,0.623,1306
MAli-v1.2,BALIS-2,BB12038,0.81,1354
MAli-v1.2,BALIS-2,BB12041,0.591,893
MAli-v1.2,BALIS-2,BB12043,0.787,1403
MAli-v1.2,BALIS-2,BB20002,0.0,1118
MAli-v1.2,BALIS-2,BB20005,0.0164,2132
MAli-v1.2,BALIS-2,BB20010,0.303,2545
MAli-v1.2,BALIS-2,BB20016,0.263,1595
MAli-v1.2,BALIS-2,BB20018,0.643,1669
MAli-v1.2,BALIS-2,BB20019,0.004,2612
MAli-v1.2,BALIS-2,BB20020,0.464,1466
MAli-v1.2,BALIS-2,BB20025,0.156,1946
MAli-v1.2,BALIS-2,BB20026,0.0,2887
MAli-v1.2,BALIS-2,BB20028,0.444,2172
MAli-v1.2,BALIS-2,BB20029,0.0287,811
MAli-v1.2,BALIS-2,BB20030,0.141,785
MAli-v1.2,BALIS-2,BB20031,0.0429,1753
MAli-v1.2,BALIS-2,BB20032,0.461,851
MAli-v1.2,BALIS-2,BB20033,0.41,924
MAli-v1.2,BALIS-2,BB20034,0.0434,1773
MAli-v1.2,BALIS-2,BB20035,0.148,1650
MAli-v1.2,BALIS-2,BB20036,0.107,1276
MAli-v1.2,BALIS-2,BB20037,0.0214,2999
MAli-v1.2,BALIS-2,BB20038,0.257,927
MAli-v1.2,BALIS-2,BB20039,0.0466,1911
MAli-v1.2,BALIS-2,BB20040,0.448,2136
MAli-v1.2,BALIS-2,BB30002,0.267,1947
MAli-v1.2,BALIS-2,BB30003,0.0722,2141
MAli-v1.2,BALIS-2,BB30005,0.522,2307
MAli-v1.2,BALIS-2,BB30009,0.0,788
MAli-v1.2,BALIS-2,BB30010,0.265,2451
MAli-v1.2,BALIS-2,BB30012,0.342,1911
MAli-v1.2,BALIS-2,BB30013,0.0322,2772
MAli-v1.2,BALIS-2,BB30020,0.0667,1476
MAli-v1.2,BALIS-2,BB30024,0.00571,1832
MAli-v1.2,BALIS-2,BB30030,0.118,1853
MAli-v1.2,BALIS-2,BB40002,0.549,1089
MAli-v1.2,BALIS-2,BB40006,0.353,1838
MAli-v1.2,BALIS-2,BB40011,0.318,1642
MAli-v1.2,BALIS-2,BB40012,0.54,1587
MAli-v1.2,BALIS-2,BB40013,0.446,1560
MAli-v1.2,BALIS-2,BB40014,0.821,1477
MAli-v1.2,BALIS-2,BB40017,0.246,1233
MAli-v1.2,BALIS-2,BB40023,0.585,2411
MAli-v1.2,BALIS-2,BB40030,0.546,1606
MAli-v1.2,BALIS-2,BB40034,0.224,2949
MAli-v1.2,BALIS-2,BB40035,0.935,1455
MAli-v1.2,BALIS-2,BB40040,0.815,1277
MAli-v1.2,BALIS-2,BB40042,0.263,1650
MAli-v1.2,BALIS-2,BB40043,0.139,1812
MAli-v1.2,BALIS-2,BB40044,0.4,1346
MAli-v1.2,BALIS-2,BB40045,0.605,892
MAli-v1.2,BALIS-2,BB50002,0.0134,2929
MAli-v1.2,BALIS-2,BB50003,0.284,2364
MAli-v1.2,BALIS-2,BB50006,0.02,3071
MAli-v1.2,BALIS-2,BB50009,0.213,2220
MAli-v1.2,BALIS-2,BB50010,0.16,1928
MAli-v1.2,BALIS-2,BB50013,0.675,1390
MAli-v1.2,BALIS-2,BB50015,0.0308,2269
