aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v0.2,BALIS-2,BB11001,0.14,1272
MAli-v0.2,BALIS-2,BB11002,0.0441,3245
MAli-v0.2,BALIS-2,BB11003,0.0209,8111
MAli-v0.2,BALIS-2,BB11006,0.0186,5180
MAli-v0.2,BALIS-2,BB11007,0.0468,10957
MAli-v0.2,BALIS-2,BB11010,0.0256,7743
MAli-v0.2,BALIS-2,BB11012,0.0571,5801
MAli-v0.2,BALIS-2,BB11013,0.0172,1499
MAli-v0.2,BALIS-2,BB11017,0.192,3532
MAli-v0.2,BALIS-2,BB11020,0.0511,4185
MAli-v0.2,BALIS-2,BB11023,0.0494,7781
MAli-v0.2,BALIS-2,BB11024,0.0,7095
MAli-v0.2,BALIS-2,BB11026,0.00366,27762
MAli-v0.2,BALIS-2,BB11028,0.0356,4032
MAli-v0.2,BALIS-2,BB11030,0.0185,12091
MAli-v0.2,BALIS-2,BB11032,0.0132,8370
MAli-v0.2,BALIS-2,BB11034,0.0139,22157
MAli-v0.2,BALIS-2,BB11035,0.0595,1980
MAli-v0.2,BALIS-2,BB11036,0.0314,9131
MAli-v0.2,BALIS-2,BB12001,0.0082,6482
MAli-v0.2,BALIS-2,BB12003,0.414,1019
MAli-v0.2,BALIS-2,BB12006,0.297,3186
MAli-v0.2,BALIS-2,BB12008,0.334,5523
MAli-v0.2,BALIS-2,BB12015,0.0306,2666
MAli-v0.2,BALIS-2,BB12017,0.0603,7546
MAli-v0.2,BALIS-2,BB12020,0.35,1717
MAli-v0.2,BALIS-2,BB12022,0.0719,1976
MAli-v0.2,BALIS-2,BB12025,0.875,2635
MAli-v0.2,BALIS-2,BB12032,0.563,1111
MAli-v0.2,BALIS-2,BB12033,0.182,6393
MAli-v0.2,BALIS-2,BB12035,0.178,4443
MAli-v0.2,BALIS-2,BB12036,0.13,3703
MAli-v0.2,BALIS-2,BB12038,0.429,3374
MAli-v0.2,BALIS-2,BB12041,0.196,1611
MAli-v0.2,BALIS-2,BB12043,0.216,4732
MAli-v0.2,BALIS-2,BB20002,0.0,2535
MAli-v0.2,BALIS-2,BB20005,0.018,12050
MAli-v0.2,BALIS-2,BB20010,0.112,9536
MAli-v0.2,BALIS-2,BB20016,0.0222,6245
MAli-v0.2,BALIS-2,BB20018,0.0597,5671
MAli-v0.2,BALIS-2,BB20019,0.0133,13823
MAli-v0.2,BALIS-2,BB20020,0.0957,4270
MAli-v0.2,BALIS-2,BB20025,0.0,6011
MAli-v0.2,BALIS-2,BB20026,0.0033,14092
MAli-v0.2,BALIS-2,BB20028,0.0113,11819
MAli-v0.2,BALIS-2,BB20029,0.00575,1426
MAli-v0.2,BALIS-2,BB20030,0.0365,1395
MAli-v0.2,BALIS-2,BB20031,0.00476,6633
MAli-v0.2,BALIS-2,BB20032,0.161,1578
MAli-v0.2,BALIS-2,BB20033,0.203,1653
MAli-v0.2,BALIS-2,BB20034,0.0183,8216
MAli-v0.2,BALIS-2,BB20035,0.02,6165
MAli-v0.2,BALIS-2,BB20036,0.00741,3484
MAli-v0.2,BALIS-2,BB20037,0.0196,22790
MAli-v0.2,BALIS-2,BB20038,0.0286,1703
MAli-v0.2,BALIS-2,BB20039,0.0146,7882
MAli-v0.2,BALIS-2,BB20040,0.0741,7592
MAli-v0.2,BALIS-2,BB30002,0.0233,6849
MAli-v0.2,BALIS-2,BB30003,0.019,12229
MAli-v0.2,BALIS-2,BB30005,0.106,11376
MAli-v0.2,BALIS-2,BB30009,0.0123,1338
MAli-v0.2,BALIS-2,BB30010,0.0378,9533
MAli-v0.2,BALIS-2,BB30012,0.0495,6887
MAli-v0.2,BALIS-2,BB30013,0.0148,13914
MAli-v0.2,BALIS-2,BB30020,0.00476,6191
MAli-v0.2,BALIS-2,BB30024,0.00667,7805
MAli-v0.2,BALIS-2,BB30030,0.0269,8782
MAli-v0.2,BALIS-2,BB40002,0.0301,3129
MAli-v0.2,BALIS-2,BB40006,0.0515,6811
MAli-v0.2,BALIS-2,BB40011,0.0459,5918
MAli-v0.2,BALIS-2,BB40012,0.0591,5262
MAli-v0.2,BALIS-2,BB40013,0.04,6636
MAli-v0.2,BALIS-2,BB40014,0.31,3965
MAli-v0.2,BALIS-2,BB40017,0.0402,3570
MAli-v0.2,BALIS-2,BB40023,0.162,9632
MAli-v0.2,BALIS-2,BB40030,0.0366,5489
MAli-v0.2,BALIS-2,BB40034,0.00439,16438
MAli-v0.2,BALIS-2,BB40035,0.223,3895
MAli-v0.2,BALIS-2,BB40040,0.419,3454
MAli-v0.2,BALIS-2,BB40042,0.0373,6495
MAli-v0.2,BALIS-2,BB40043,0.0075,6572
MAli-v0.2,BALIS-2,BB40044,0.0107,3462
MAli-v0.2,BALIS-2,BB40045,0.224,1615
MAli-v0.2,BALIS-2,BB50002,0.0116,76360
MAli-v0.2,BALIS-2,BB50003,0.0891,8817
MAli-v0.2,BALIS-2,BB50006,0.00494,29563
MAli-v0.2,BALIS-2,BB50009,0.004,8732
MAli-v0.2,BALIS-2,BB50010,0.0,7077
MAli-v0.2,BALIS-2,BB50013,0.0367,3513
MAli-v0.2,BALIS-2,BB50015,0.00924,17970
