aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v0.2,BALIS-2,BB11001,0.12,618
MAli-v0.2,BALIS-2,BB11002,0.0399,1144
MAli-v0.2,BALIS-2,BB11003,0.0189,2431
MAli-v0.2,BALIS-2,BB11006,0.0208,1585
MAli-v0.2,BALIS-2,BB11007,0.0552,3009
MAli-v0.2,BALIS-2,BB11010,0.0256,2154
MAli-v0.2,BALIS-2,BB11012,0.0491,1759
MAli-v0.2,BALIS-2,BB11013,0.0138,697
MAli-v0.2,BALIS-2,BB11017,0.179,1178
MAli-v0.2,BALIS-2,BB11020,0.0481,1398
MAli-v0.2,BALIS-2,BB11023,0.0436,2274
MAli-v0.2,BALIS-2,BB11024,0.0,2053
MAli-v0.2,BALIS-2,BB11026,0.0,7351
MAli-v0.2,BALIS-2,BB11028,0.0322,1320
MAli-v0.2,BALIS-2,BB11030,0.0175,3346
MAli-v0.2,BALIS-2,BB11032,0.0122,2442
MAli-v0.2,BALIS-2,BB11034,0.0118,5959
MAli-v0.2,BALIS-2,BB11035,0.0351,820
MAli-v0.2,BALIS-2,BB11036,0.0283,2600
MAli-v0.2,BALIS-2,BB12001,0.0123,1946
MAli-v0.2,BALIS-2,BB12003,0.306,538
MAli-v0.2,BALIS-2,BB12006,0.241,1084
MAli-v0.2,BALIS-2,BB12008,0.254,1645
MAli-v0.2,BALIS-2,BB12015,0.0278,961
MAli-v0.2,BALIS-2,BB12017,0.0547,2166
MAli-v0.2,BALIS-2,BB12020,0.181,723
MAli-v0.2,BALIS-2,BB12022,0.0523,773
MAli-v0.2,BALIS-2,BB12025,0.854,925
MAli-v0.2,BALIS-2,BB12032,0.533,598
MAli-v0.2,BALIS-2,BB12033,0.178,1881
MAli-v0.2,BALIS-2,BB12035,0.129,1408
MAli-v0.2,BALIS-2,BB12036,0.119,1240
MAli-v0.2,BALIS-2,BB12038,0.402,1150
MAli-v0.2,BALIS-2,BB12041,0.172,716
MAli-v0.2,BALIS-2,BB12043,0.176,1512
MAli-v0.2,BALIS-2,BB20002,0.0,935
MAli-v0.2,BALIS-2,BB20005,0.0204,3381
MAli-v0.2,BALIS-2,BB20010,0.119,2739
MAli-v0.2,BALIS-2,BB20016,0.0143,1897
MAli-v0.2,BALIS-2,BB20018,0.0394,1729
MAli-v0.2,BALIS-2,BB20019,0.02,3673
MAli-v0.2,BALIS-2,BB20020,0.0792,1400
MAli-v0.2,BALIS-2,BB20025,0.0,1797
MAli-v0.2,BALIS-2,BB20026,0.0033,3736
MAli-v0.2,BALIS-2,BB20028,0.0129,3268
MAli-v0.2,BALIS-2,BB20029,0.0172,640
MAli-v0.2,BALIS-2,BB20030,0.0156,630
MAli-v0.2,BALIS-2,BB20031,0.00476,1934
MAli-v0.2,BALIS-2,BB20032,0.17,716
MAli-v0.2,BALIS-2,BB20033,0.185,728
MAli-v0.2,BALIS-2,BB20034,0.0149,2347
MAli-v0.2,BALIS-2,BB20035,0.02,1809
MAli-v0.2,BALIS-2,BB20036,0.0148,1179
MAli-v0.2,BALIS-2,BB20037,0.0179,6041
MAli-v0.2,BALIS-2,BB20038,0.0476,717
MAli-v0.2,BALIS-2,BB20039,0.0117,2271
MAli-v0.2,BALIS-2,BB20040,0.0324,2169
MAli-v0.2,BALIS-2,BB30002,0.0136,2068
MAli-v0.2,BALIS-2,BB30003,0.023,3181
MAli-v0.2,BALIS-2,BB30005,0.0869,3240
MAli-v0.2,BALIS-2,BB30009,0.0123,622
MAli-v0.2,BALIS-2,BB30010,0.0445,2650
MAli-v0.2,BALIS-2,BB30012,0.0462,2012
MAli-v0.2,BALIS-2,BB30013,0.0139,3868
MAli-v0.2,BALIS-2,BB30020,0.00952,1880
MAli-v0.2,BALIS-2,BB30024,0.00857,2306
MAli-v0.2,BALIS-2,BB30030,0.0224,2508
MAli-v0.2,BALIS-2,BB40002,0.0276,1087
MAli-v0.2,BALIS-2,BB40006,0.058,2013
MAli-v0.2,BALIS-2,BB40011,0.0393,1787
MAli-v0.2,BALIS-2,BB40012,0.0402,1581
MAli-v0.2,BALIS-2,BB40013,0.0343,1970
MAli-v0.2,BALIS-2,BB40014,0.262,1280
MAli-v0.2,BALIS-2,BB40017,0.0312,1242
MAli-v0.2,BALIS-2,BB40023,0.138,2813
MAli-v0.2,BALIS-2,BB40030,0.0366,1678
MAli-v0.2,BALIS-2,BB40034,0.0,4588
MAli-v0.2,BALIS-2,BB40035,0.18,1296
MAli-v0.2,BALIS-2,BB40040,0.392,1151
MAli-v0.2,BALIS-2,BB40042,0.038,1931
MAli-v0.2,BALIS-2,BB40043,0.0025,1999
MAli-v0.2,BALIS-2,BB40044,0.008,1177
MAli-v0.2,BALIS-2,BB40045,0.205,735
MAli-v0.2,BALIS-2,BB50002,0.00977,19882
MAli-v0.2,BALIS-2,BB50003,0.0957,2562
MAli-v0.2,BALIS-2,BB50006,0.00404,7479
MAli-v0.2,BALIS-2,BB50009,0.004,2511
MAli-v0.2,BALIS-2,BB50010,0.0,2056
MAli-v0.2,BALIS-2,BB50013,0.0367,1177
MAli-v0.2,BALIS-2,BB50015,0.008,4787
