aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v0.2,BALIS-2,BB11001,0.105,194
MAli-v0.2,BALIS-2,BB11002,0.0231,564
MAli-v0.2,BALIS-2,BB11003,0.0142,784
MAli-v0.2,BALIS-2,BB11006,0.0186,668
MAli-v0.2,BALIS-2,BB11007,0.0491,931
MAli-v0.2,BALIS-2,BB11010,0.0256,767
MAli-v0.2,BALIS-2,BB11012,0.0438,657
MAli-v0.2,BALIS-2,BB11013,0.0172,222
MAli-v0.2,BALIS-2,BB11017,0.108,545
MAli-v0.2,BALIS-2,BB11020,0.0474,624
MAli-v0.2,BALIS-2,BB11023,0.0366,807
MAli-v0.2,BALIS-2,BB11024,0.0,734
MAli-v0.2,BALIS-2,BB11026,0.00366,1859
MAli-v0.2,BALIS-2,BB11028,0.03,608
MAli-v0.2,BALIS-2,BB11030,0.0194,1007
MAli-v0.2,BALIS-2,BB11032,0.0122,827
MAli-v0.2,BALIS-2,BB11034,0.0118,1610
MAli-v0.2,BALIS-2,BB11035,0.0514,374
MAli-v0.2,BALIS-2,BB11036,0.0276,890
MAli-v0.2,BALIS-2,BB12001,0.0109,712
MAli-v0.2,BALIS-2,BB12003,0.27,153
MAli-v0.2,BALIS-2,BB12006,0.171,534
MAli-v0.2,BALIS-2,BB12008,0.237,656
MAli-v0.2,BALIS-2,BB12015,0.0278,499
MAli-v0.2,BALIS-2,BB12017,0.0566,754
MAli-v0.2,BALIS-2,BB12020,0.145,283
MAli-v0.2,BALIS-2,BB12022,0.0523,355
MAli-v0.2,BALIS-2,BB12025,0.677,491
MAli-v0.2,BALIS-2,BB12032,0.478,160
MAli-v0.2,BALIS-2,BB12033,0.104,702
MAli-v0.2,BALIS-2,BB12035,0.0914,633
MAli-v0.2,BALIS-2,BB12036,0.101,549
MAli-v0.2,BALIS-2,BB12038,0.283,537
MAli-v0.2,BALIS-2,BB12041,0.124,251
MAli-v0.2,BALIS-2,BB12043,0.124,646
MAli-v0.2,BALIS-2,BB20002,0.0,485
MAli-v0.2,BALIS-2,BB20005,0.022,970
MAli-v0.2,BALIS-2,BB20010,0.0915,846
MAli-v0.2,BALIS-2,BB20016,0.00714,689
MAli-v0.2,BALIS-2,BB20018,0.0444,658
MAli-v0.2,BALIS-2,BB20019,0.02,1074
MAli-v0.2,BALIS-2,BB20020,0.0498,619
MAli-v0.2,BALIS-2,BB20025,0.0,683
MAli-v0.2,BALIS-2,BB20026,0.00165,1073
MAli-v0.2,BALIS-2,BB20028,0.00869,988
MAli-v0.2,BALIS-2,BB20029,0.0172,213
MAli-v0.2,BALIS-2,BB20030,0.026,212
MAli-v0.2,BALIS-2,BB20031,0.00476,696
MAli-v0.2,BALIS-2,BB20032,0.0606,235
MAli-v0.2,BALIS-2,BB20033,0.133,285
MAli-v0.2,BALIS-2,BB20034,0.00935,798
MAli-v0.2,BALIS-2,BB20035,0.0171,690
MAli-v0.2,BALIS-2,BB20036,0.0111,572
MAli-v0.2,BALIS-2,BB20037,0.0226,1654
MAli-v0.2,BALIS-2,BB20038,0.0381,272
MAli-v0.2,BALIS-2,BB20039,0.00485,771
MAli-v0.2,BALIS-2,BB20040,0.0324,749
MAli-v0.2,BALIS-2,BB30002,0.00904,726
MAli-v0.2,BALIS-2,BB30003,0.0183,1005
MAli-v0.2,BALIS-2,BB30005,0.0781,1009
MAli-v0.2,BALIS-2,BB30009,0.0123,203
MAli-v0.2,BALIS-2,BB30010,0.0364,870
MAli-v0.2,BALIS-2,BB30012,0.00825,731
MAli-v0.2,BALIS-2,BB30013,0.0113,1074
MAli-v0.2,BALIS-2,BB30020,0.00952,682
MAli-v0.2,BALIS-2,BB30024,0.00762,809
MAli-v0.2,BALIS-2,BB30030,0.0228,817
MAli-v0.2,BALIS-2,BB40002,0.0201,534
MAli-v0.2,BALIS-2,BB40006,0.0432,768
MAli-v0.2,BALIS-2,BB40011,0.0291,722
MAli-v0.2,BALIS-2,BB40012,0.0366,645
MAli-v0.2,BALIS-2,BB40013,0.0243,742
MAli-v0.2,BALIS-2,BB40014,0.224,574
MAli-v0.2,BALIS-2,BB40017,0.0208,580
MAli-v0.2,BALIS-2,BB40023,0.0883,869
MAli-v0.2,BALIS-2,BB40030,0.035,678
MAli-v0.2,BALIS-2,BB40034,0.0,1214
MAli-v0.2,BALIS-2,BB40035,0.124,570
MAli-v0.2,BALIS-2,BB40040,0.258,536
MAli-v0.2,BALIS-2,BB40042,0.0315,712
MAli-v0.2,BALIS-2,BB40043,0.00375,742
MAli-v0.2,BALIS-2,BB40044,0.008,566
MAli-v0.2,BALIS-2,BB40045,0.147,242
MAli-v0.2,BALIS-2,BB50002,0.00824,4362
MAli-v0.2,BALIS-2,BB50003,0.0495,824
MAli-v0.2,BALIS-2,BB50006,0.00404,1954
MAli-v0.2,BALIS-2,BB50009,0.004,815
MAli-v0.2,BALIS-2,BB50010,0.0,737
MAli-v0.2,BALIS-2,BB50013,0.0262,542
MAli-v0.2,BALIS-2,BB50015,0.00677,1296
