aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.31,BALIS-2,BB11001,0.863,693
MAli-v1.31,BALIS-2,BB11002,0.0315,1140
MAli-v1.31,BALIS-2,BB11003,0.18,2078
MAli-v1.31,BALIS-2,BB11006,0.0402,1572
MAli-v1.31,BALIS-2,BB11007,0.23,2265
MAli-v1.31,BALIS-2,BB11010,0.0427,2103
MAli-v1.31,BALIS-2,BB11012,0.561,1625
MAli-v1.31,BALIS-2,BB11013,0.0103,733
MAli-v1.31,BALIS-2,BB11017,0.427,1396
MAli-v1.31,BALIS-2,BB11020,0.143,1410
MAli-v1.31,BALIS-2,BB11023,0.181,1640
MAli-v1.31,BALIS-2,BB11024,0.0566,1920
MAli-v1.31,BALIS-2,BB11026,0.114,3086
MAli-v1.31,BALIS-2,BB11028,0.05,1254
MAli-v1.31,BALIS-2,BB11030,0.00653,2002
MAli-v1.31,BALIS-2,BB11032,0.103,1822
MAli-v1.31,BALIS-2,BB11034,0.0164,2864
MAli-v1.31,BALIS-2,BB11035,0.159,913
MAli-v1.31,BALIS-2,BB11036,0.14,1908
MAli-v1.31,BALIS-2,BB12001,0.649,1962
MAli-v1.31,BALIS-2,BB12003,0.892,618
MAli-v1.31,BALIS-2,BB12006,0.841,1232
MAli-v1.31,BALIS-2,BB12008,0.79,1655
MAli-v1.31,BALIS-2,BB12015,0.367,1201
MAli-v1.31,BALIS-2,BB12017,0.612,2025
MAli-v1.31,BALIS-2,BB12020,0.802,921
MAli-v1.31,BALIS-2,BB12022,0.621,1018
MAli-v1.31,BALIS-2,BB12025,0.896,1298
MAli-v1.31,BALIS-2,BB12032,0.97,641
MAli-v1.31,BALIS-2,BB12033,0.398,1937
MAli-v1.31,BALIS-2,BB12035,0.869,1392
MAli-v1.31,BALIS-2,BB12036,0.743,1216
MAli-v1.31,BALIS-2,BB12038,0.824,1301
MAli-v1.31,BALIS-2,BB12041,0.759,850
MAli-v1.31,BALIS-2,BB12043,0.876,1426
MAli-v1.31,BALIS-2,BB20002,0.301,1134
MAli-v1.31,BALIS-2,BB20005,0.0215,2095
MAli-v1.31,BALIS-2,BB20010,0.551,2415
MAli-v1.31,BALIS-2,BB20016,0.298,1588
MAli-v1.31,BALIS-2,BB20018,0.582,1473
MAli-v1.31,BALIS-2,BB20019,0.107,2724
MAli-v1.31,BALIS-2,BB20020,0.699,1363
MAli-v1.31,BALIS-2,BB20025,0.175,1749
MAli-v1.31,BALIS-2,BB20026,0.0561,2948
MAli-v1.31,BALIS-2,BB20028,0.7,2245
MAli-v1.31,BALIS-2,BB20029,0.046,776
MAli-v1.31,BALIS-2,BB20030,0.0573,871
MAli-v1.31,BALIS-2,BB20031,0.0302,1792
MAli-v1.31,BALIS-2,BB20032,0.345,906
MAli-v1.31,BALIS-2,BB20033,0.448,856
MAli-v1.31,BALIS-2,BB20034,0.197,1828
MAli-v1.31,BALIS-2,BB20035,0.0629,1556
MAli-v1.31,BALIS-2,BB20036,0.0444,1288
MAli-v1.31,BALIS-2,BB20037,0.0976,2666
MAli-v1.31,BALIS-2,BB20038,0.419,852
MAli-v1.31,BALIS-2,BB20039,0.034,1849
MAli-v1.31,BALIS-2,BB20040,0.352,1991
MAli-v1.31,BALIS-2,BB30002,0.22,1969
MAli-v1.31,BALIS-2,BB30003,0.0865,2099
MAli-v1.31,BALIS-2,BB30005,0.284,2078
MAli-v1.31,BALIS-2,BB30009,0.0,708
MAli-v1.31,BALIS-2,BB30010,0.262,2357
MAli-v1.31,BALIS-2,BB30012,0.366,1925
MAli-v1.31,BALIS-2,BB30013,0.0296,2788
MAli-v1.31,BALIS-2,BB30020,0.11,1576
MAli-v1.31,BALIS-2,BB30024,0.0781,1840
MAli-v1.31,BALIS-2,BB30030,0.267,2075
MAli-v1.31,BALIS-2,BB40002,0.301,1147
MAli-v1.31,BALIS-2,BB40006,0.38,1785
MAli-v1.31,BALIS-2,BB40011,0.324,1458
MAli-v1.31,BALIS-2,BB40012,0.655,1556
MAli-v1.31,BALIS-2,BB40013,0.464,1557
MAli-v1.31,BALIS-2,BB40014,0.816,1468
MAli-v1.31,BALIS-2,BB40017,0.604,1349
MAli-v1.31,BALIS-2,BB40023,0.612,2276
MAli-v1.31,BALIS-2,BB40030,0.599,1540
MAli-v1.31,BALIS-2,BB40034,0.246,3007
MAli-v1.31,BALIS-2,BB40035,0.946,1390
MAli-v1.31,BALIS-2,BB40040,0.874,1298
MAli-v1.31,BALIS-2,BB40042,0.358,1623
MAli-v1.31,BALIS-2,BB40043,0.435,1691
MAli-v1.31,BALIS-2,BB40044,0.28,1198
MAli-v1.31,BALIS-2,BB40045,0.763,850
MAli-v1.31,BALIS-2,BB50002,0.0446,3635
MAli-v1.31,BALIS-2,BB50003,0.383,2267
MAli-v1.31,BALIS-2,BB50006,0.0568,2960
MAli-v1.31,BALIS-2,BB50009,0.171,2087
MAli-v1.31,BALIS-2,BB50010,0.187,1791
MAli-v1.31,BALIS-2,BB50013,0.68,1377
MAli-v1.31,BALIS-2,BB50015,0.0813,2401
