aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.31,BALIS-2,BB11001,0.857,1549
MAli-v1.31,BALIS-2,BB11002,0.0777,2602
MAli-v1.31,BALIS-2,BB11003,0.199,6550
MAli-v1.31,BALIS-2,BB11006,0.0625,4504
MAli-v1.31,BALIS-2,BB11007,0.221,7453
MAli-v1.31,BALIS-2,BB11010,0.0171,6486
MAli-v1.31,BALIS-2,BB11012,0.665,4767
MAli-v1.31,BALIS-2,BB11013,0.0172,1545
MAli-v1.31,BALIS-2,BB11017,0.436,3580
MAli-v1.31,BALIS-2,BB11020,0.231,3827
MAli-v1.31,BALIS-2,BB11023,0.21,4785
MAli-v1.31,BALIS-2,BB11024,0.0372,5462
MAli-v1.31,BALIS-2,BB11026,0.0842,10281
MAli-v1.31,BALIS-2,BB11028,0.0933,3327
MAli-v1.31,BALIS-2,BB11030,0.0197,6391
MAli-v1.31,BALIS-2,BB11032,0.129,5917
MAli-v1.31,BALIS-2,BB11034,0.0182,8855
MAli-v1.31,BALIS-2,BB11035,0.251,2040
MAli-v1.31,BALIS-2,BB11036,0.158,5978
MAli-v1.31,BALIS-2,BB12001,0.66,6286
MAli-v1.31,BALIS-2,BB12003,0.892,1210
MAli-v1.31,BALIS-2,BB12006,0.874,3192
MAli-v1.31,BALIS-2,BB12008,0.786,4810
MAli-v1.31,BALIS-2,BB12015,0.347,3089
MAli-v1.31,BALIS-2,BB12017,0.609,6994
MAli-v1.31,BALIS-2,BB12020,0.838,2238
MAli-v1.31,BALIS-2,BB12022,0.588,2582
MAli-v1.31,BALIS-2,BB12025,0.927,3325
MAli-v1.31,BALIS-2,BB12032,0.867,1218
MAli-v1.31,BALIS-2,BB12033,0.398,6308
MAli-v1.31,BALIS-2,BB12035,0.958,3582
MAli-v1.31,BALIS-2,BB12036,0.767,3345
MAli-v1.31,BALIS-2,BB12038,0.891,3382
MAli-v1.31,BALIS-2,BB12041,0.743,1697
MAli-v1.31,BALIS-2,BB12043,0.885,3540
MAli-v1.31,BALIS-2,BB20002,0.333,2595
MAli-v1.31,BALIS-2,BB20005,0.0393,6740
MAli-v1.31,BALIS-2,BB20010,0.539,7791
MAli-v1.31,BALIS-2,BB20016,0.466,4680
MAli-v1.31,BALIS-2,BB20018,0.659,4410
MAli-v1.31,BALIS-2,BB20019,0.107,10797
MAli-v1.31,BALIS-2,BB20020,0.715,3950
MAli-v1.31,BALIS-2,BB20025,0.175,5619
MAli-v1.31,BALIS-2,BB20026,0.0809,10676
MAli-v1.31,BALIS-2,BB20028,0.737,6931
MAli-v1.31,BALIS-2,BB20029,0.0632,1637
MAli-v1.31,BALIS-2,BB20030,0.0573,1752
MAli-v1.31,BALIS-2,BB20031,0.0381,5166
MAli-v1.31,BALIS-2,BB20032,0.336,1848
MAli-v1.31,BALIS-2,BB20033,0.438,1782
MAli-v1.31,BALIS-2,BB20034,0.272,6104
MAli-v1.31,BALIS-2,BB20035,0.154,4827
MAli-v1.31,BALIS-2,BB20036,0.0704,3436
MAli-v1.31,BALIS-2,BB20037,0.0982,8976
MAli-v1.31,BALIS-2,BB20038,0.495,1826
MAli-v1.31,BALIS-2,BB20039,0.065,5499
MAli-v1.31,BALIS-2,BB20040,0.424,6285
MAli-v1.31,BALIS-2,BB30002,0.219,5866
MAli-v1.31,BALIS-2,BB30003,0.108,7052
MAli-v1.31,BALIS-2,BB30005,0.592,6826
MAli-v1.31,BALIS-2,BB30009,0.0,1474
MAli-v1.31,BALIS-2,BB30010,0.486,7517
MAli-v1.31,BALIS-2,BB30012,0.411,5735
MAli-v1.31,BALIS-2,BB30013,0.0278,8674
MAli-v1.31,BALIS-2,BB30020,0.148,4532
MAli-v1.31,BALIS-2,BB30024,0.136,5701
MAli-v1.31,BALIS-2,BB30030,0.265,7399
MAli-v1.31,BALIS-2,BB40002,0.371,2798
MAli-v1.31,BALIS-2,BB40006,0.404,5244
MAli-v1.31,BALIS-2,BB40011,0.74,4089
MAli-v1.31,BALIS-2,BB40012,0.65,4522
MAli-v1.31,BALIS-2,BB40013,0.529,4751
MAli-v1.31,BALIS-2,BB40014,0.806,3996
MAli-v1.31,BALIS-2,BB40017,0.924,3333
MAli-v1.31,BALIS-2,BB40023,0.661,7338
MAli-v1.31,BALIS-2,BB40030,0.593,4223
MAli-v1.31,BALIS-2,BB40034,0.259,10724
MAli-v1.31,BALIS-2,BB40035,0.962,3809
MAli-v1.31,BALIS-2,BB40040,0.903,3313
MAli-v1.31,BALIS-2,BB40042,0.616,4543
MAli-v1.31,BALIS-2,BB40043,0.416,4987
MAli-v1.31,BALIS-2,BB40044,0.288,3135
MAli-v1.31,BALIS-2,BB40045,0.739,1782
MAli-v1.31,BALIS-2,BB50002,0.157,14641
MAli-v1.31,BALIS-2,BB50003,0.406,7217
MAli-v1.31,BALIS-2,BB50006,0.0851,10678
MAli-v1.31,BALIS-2,BB50009,0.171,6435
MAli-v1.31,BALIS-2,BB50010,0.194,5684
MAli-v1.31,BALIS-2,BB50013,0.669,3754
MAli-v1.31,BALIS-2,BB50015,0.0111,9380
