aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.21,BALIS-2,BB11001,0.0819,75
MAli-v1.21,BALIS-2,BB11002,0.0126,75
MAli-v1.21,BALIS-2,BB11003,0.0148,77
MAli-v1.21,BALIS-2,BB11006,0.00521,80
MAli-v1.21,BALIS-2,BB11007,0.0575,80
MAli-v1.21,BALIS-2,BB11010,0.0,88
MAli-v1.21,BALIS-2,BB11012,0.00598,84
MAli-v1.21,BALIS-2,BB11013,0.0,86
MAli-v1.21,BALIS-2,BB11017,0.0651,99
MAli-v1.21,BALIS-2,BB11020,0.033,90
MAli-v1.21,BALIS-2,BB11023,0.0215,96
MAli-v1.21,BALIS-2,BB11024,0.0,99
MAli-v1.21,BALIS-2,BB11026,0.0,120
MAli-v1.21,BALIS-2,BB11028,0.0211,94
MAli-v1.21,BALIS-2,BB11030,0.0177,99
MAli-v1.21,BALIS-2,BB11032,0.023,88
MAli-v1.21,BALIS-2,BB11034,0.00607,124
MAli-v1.21,BALIS-2,BB11035,0.0838,98
MAli-v1.21,BALIS-2,BB11036,0.0194,114
MAli-v1.21,BALIS-2,BB12001,0.0109,99
MAli-v1.21,BALIS-2,BB12003,0.198,81
MAli-v1.21,BALIS-2,BB12006,0.11,83
MAli-v1.21,BALIS-2,BB12008,0.232,82
MAli-v1.21,BALIS-2,BB12015,0.025,72
MAli-v1.21,BALIS-2,BB12017,0.0243,83
MAli-v1.21,BALIS-2,BB12020,0.181,80
MAli-v1.21,BALIS-2,BB12022,0.0327,73
MAli-v1.21,BALIS-2,BB12025,0.224,77
MAli-v1.21,BALIS-2,BB12032,0.248,65
MAli-v1.21,BALIS-2,BB12033,0.0104,74
MAli-v1.21,BALIS-2,BB12035,0.0819,71
MAli-v1.21,BALIS-2,BB12036,0.0708,75
MAli-v1.21,BALIS-2,BB12038,0.14,75
MAli-v1.21,BALIS-2,BB12041,0.0804,65
MAli-v1.21,BALIS-2,BB12043,0.104,76
MAli-v1.21,BALIS-2,BB20002,0.0,71
MAli-v1.21,BALIS-2,BB20005,0.0194,80
MAli-v1.21,BALIS-2,BB20010,0.0418,84
MAli-v1.21,BALIS-2,BB20016,0.019,73
MAli-v1.21,BALIS-2,BB20018,0.037,85
MAli-v1.21,BALIS-2,BB20019,0.00933,96
MAli-v1.21,BALIS-2,BB20020,0.044,83
MAli-v1.21,BALIS-2,BB20025,0.0,96
MAli-v1.21,BALIS-2,BB20026,0.0,97
MAli-v1.21,BALIS-2,BB20028,0.0106,83
MAli-v1.21,BALIS-2,BB20029,0.023,70
MAli-v1.21,BALIS-2,BB20030,0.0625,70
MAli-v1.21,BALIS-2,BB20031,0.0111,84
MAli-v1.21,BALIS-2,BB20032,0.0424,74
MAli-v1.21,BALIS-2,BB20033,0.185,72
MAli-v1.21,BALIS-2,BB20034,0.0115,86
MAli-v1.21,BALIS-2,BB20035,0.0467,85
MAli-v1.21,BALIS-2,BB20036,0.0037,74
MAli-v1.21,BALIS-2,BB20037,0.0363,115
MAli-v1.21,BALIS-2,BB20038,0.00952,83
MAli-v1.21,BALIS-2,BB20039,0.0068,77
MAli-v1.21,BALIS-2,BB20040,0.034,87
MAli-v1.21,BALIS-2,BB30002,0.00646,85
MAli-v1.21,BALIS-2,BB30003,0.0103,89
MAli-v1.21,BALIS-2,BB30005,0.0729,86
MAli-v1.21,BALIS-2,BB30009,0.0494,76
MAli-v1.21,BALIS-2,BB30010,0.0216,78
MAli-v1.21,BALIS-2,BB30012,0.0429,75
MAli-v1.21,BALIS-2,BB30013,0.00957,97
MAli-v1.21,BALIS-2,BB30020,0.00476,81
MAli-v1.21,BALIS-2,BB30024,0.0152,80
MAli-v1.21,BALIS-2,BB30030,0.0166,92
MAli-v1.21,BALIS-2,BB40002,0.01,81
MAli-v1.21,BALIS-2,BB40006,0.0444,82
MAli-v1.21,BALIS-2,BB40011,0.0299,76
MAli-v1.21,BALIS-2,BB40012,0.0177,83
MAli-v1.21,BALIS-2,BB40013,0.0229,86
MAli-v1.21,BALIS-2,BB40014,0.323,78
MAli-v1.21,BALIS-2,BB40017,0.0253,75
MAli-v1.21,BALIS-2,BB40023,0.0721,82
MAli-v1.21,BALIS-2,BB40030,0.0171,76
MAli-v1.21,BALIS-2,BB40034,0.0373,105
MAli-v1.21,BALIS-2,BB40035,0.0753,73
MAli-v1.21,BALIS-2,BB40040,0.119,75
MAli-v1.21,BALIS-2,BB40042,0.026,80
MAli-v1.21,BALIS-2,BB40043,0.005,79
MAli-v1.21,BALIS-2,BB40044,0.0107,69
MAli-v1.21,BALIS-2,BB40045,0.0842,70
MAli-v1.21,BALIS-2,BB50002,0.00824,100
MAli-v1.21,BALIS-2,BB50003,0.175,89
MAli-v1.21,BALIS-2,BB50006,0.00269,98
MAli-v1.21,BALIS-2,BB50009,0.004,83
MAli-v1.21,BALIS-2,BB50010,0.0,74
MAli-v1.21,BALIS-2,BB50013,0.0,75
MAli-v1.21,BALIS-2,BB50015,0.00739,83
