aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.21,BALIS-2,BB11001,0.623,875
MAli-v1.21,BALIS-2,BB11002,0.221,1150
MAli-v1.21,BALIS-2,BB11003,0.183,2073
MAli-v1.21,BALIS-2,BB11006,0.061,1513
MAli-v1.21,BALIS-2,BB11007,0.192,2099
MAli-v1.21,BALIS-2,BB11010,0.094,2083
MAli-v1.21,BALIS-2,BB11012,0.533,1709
MAli-v1.21,BALIS-2,BB11013,0.069,911
MAli-v1.21,BALIS-2,BB11017,0.401,1269
MAli-v1.21,BALIS-2,BB11020,0.125,1273
MAli-v1.21,BALIS-2,BB11023,0.0813,1691
MAli-v1.21,BALIS-2,BB11024,0.0518,1871
MAli-v1.21,BALIS-2,BB11026,0.0769,2627
MAli-v1.21,BALIS-2,BB11028,0.0278,1253
MAli-v1.21,BALIS-2,BB11030,0.0427,1887
MAli-v1.21,BALIS-2,BB11032,0.0174,1832
MAli-v1.21,BALIS-2,BB11034,0.112,3010
MAli-v1.21,BALIS-2,BB11035,0.343,982
MAli-v1.21,BALIS-2,BB11036,0.0458,2064
MAli-v1.21,BALIS-2,BB12001,0.481,1847
MAli-v1.21,BALIS-2,BB12003,0.946,694
MAli-v1.21,BALIS-2,BB12006,0.848,1304
MAli-v1.21,BALIS-2,BB12008,0.779,1785
MAli-v1.21,BALIS-2,BB12015,0.383,1181
MAli-v1.21,BALIS-2,BB12017,0.613,1955
MAli-v1.21,BALIS-2,BB12020,0.816,949
MAli-v1.21,BALIS-2,BB12022,0.817,978
MAli-v1.21,BALIS-2,BB12025,0.839,1175
MAli-v1.21,BALIS-2,BB12032,0.867,725
MAli-v1.21,BALIS-2,BB12033,0.412,2066
MAli-v1.21,BALIS-2,BB12035,0.876,1396
MAli-v1.21,BALIS-2,BB12036,0.59,1319
MAli-v1.21,BALIS-2,BB12038,0.81,1292
MAli-v1.21,BALIS-2,BB12041,0.589,934
MAli-v1.21,BALIS-2,BB12043,0.796,1469
MAli-v1.21,BALIS-2,BB20002,0.0,1114
MAli-v1.21,BALIS-2,BB20005,0.0154,1986
MAli-v1.21,BALIS-2,BB20010,0.541,2640
MAli-v1.21,BALIS-2,BB20016,0.413,1602
MAli-v1.21,BALIS-2,BB20018,0.699,1649
MAli-v1.21,BALIS-2,BB20019,0.004,2488
MAli-v1.21,BALIS-2,BB20020,0.669,1431
MAli-v1.21,BALIS-2,BB20025,0.156,1734
MAli-v1.21,BALIS-2,BB20026,0.0,2804
MAli-v1.21,BALIS-2,BB20028,0.638,2197
MAli-v1.21,BALIS-2,BB20029,0.092,870
MAli-v1.21,BALIS-2,BB20030,0.0573,770
MAli-v1.21,BALIS-2,BB20031,0.0603,1700
MAli-v1.21,BALIS-2,BB20032,0.373,1007
MAli-v1.21,BALIS-2,BB20033,0.435,932
MAli-v1.21,BALIS-2,BB20034,0.085,1938
MAli-v1.21,BALIS-2,BB20035,0.0543,1542
MAli-v1.21,BALIS-2,BB20036,0.0889,1233
MAli-v1.21,BALIS-2,BB20037,0.0786,2933
MAli-v1.21,BALIS-2,BB20038,0.257,969
MAli-v1.21,BALIS-2,BB20039,0.0175,1873
MAli-v1.21,BALIS-2,BB20040,0.398,2079
MAli-v1.21,BALIS-2,BB30002,0.256,1951
MAli-v1.21,BALIS-2,BB30003,0.105,2052
MAli-v1.21,BALIS-2,BB30005,0.437,2301
MAli-v1.21,BALIS-2,BB30009,0.0,875
MAli-v1.21,BALIS-2,BB30010,0.265,2470
MAli-v1.21,BALIS-2,BB30012,0.381,2025
MAli-v1.21,BALIS-2,BB30013,0.027,2642
MAli-v1.21,BALIS-2,BB30020,0.0952,1511
MAli-v1.21,BALIS-2,BB30024,0.0543,1811
MAli-v1.21,BALIS-2,BB30030,0.0261,1895
MAli-v1.21,BALIS-2,BB40002,0.491,1068
MAli-v1.21,BALIS-2,BB40006,0.362,1818
MAli-v1.21,BALIS-2,BB40011,0.459,1407
MAli-v1.21,BALIS-2,BB40012,0.635,1573
MAli-v1.21,BALIS-2,BB40013,0.479,1498
MAli-v1.21,BALIS-2,BB40014,0.797,1507
MAli-v1.21,BALIS-2,BB40017,0.317,1166
MAli-v1.21,BALIS-2,BB40023,0.607,2251
MAli-v1.21,BALIS-2,BB40030,0.545,1627
MAli-v1.21,BALIS-2,BB40034,0.224,2669
MAli-v1.21,BALIS-2,BB40035,0.935,1355
MAli-v1.21,BALIS-2,BB40040,0.815,1614
MAli-v1.21,BALIS-2,BB40042,0.41,1910
MAli-v1.21,BALIS-2,BB40043,0.121,1564
MAli-v1.21,BALIS-2,BB40044,0.152,1197
MAli-v1.21,BALIS-2,BB40045,0.605,950
MAli-v1.21,BALIS-2,BB50002,0.0125,2971
MAli-v1.21,BALIS-2,BB50003,0.297,2291
MAli-v1.21,BALIS-2,BB50006,0.0314,3250
MAli-v1.21,BALIS-2,BB50009,0.171,2114
MAli-v1.21,BALIS-2,BB50010,0.16,1840
MAli-v1.21,BALIS-2,BB50013,0.664,1364
MAli-v1.21,BALIS-2,BB50015,0.024,2783
