aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.0,BALIS-2,BB11001,0.158,614
MAli-v1.0,BALIS-2,BB11002,0.0063,1011
MAli-v1.0,BALIS-2,BB11003,0.0027,1517
MAli-v1.0,BALIS-2,BB11006,0.0253,1241
MAli-v1.0,BALIS-2,BB11007,0.0947,1568
MAli-v1.0,BALIS-2,BB11010,0.00855,1344
MAli-v1.0,BALIS-2,BB11012,0.0505,1116
MAli-v1.0,BALIS-2,BB11013,0.0,719
MAli-v1.0,BALIS-2,BB11017,0.143,1235
MAli-v1.0,BALIS-2,BB11020,0.0289,1184
MAli-v1.0,BALIS-2,BB11023,0.0302,1368
MAli-v1.0,BALIS-2,BB11024,0.00647,1410
MAli-v1.0,BALIS-2,BB11026,0.00366,2237
MAli-v1.0,BALIS-2,BB11028,0.0222,1064
MAli-v1.0,BALIS-2,BB11030,0.0188,1472
MAli-v1.0,BALIS-2,BB11032,0.0146,1370
MAli-v1.0,BALIS-2,BB11034,0.0132,1992
MAli-v1.0,BALIS-2,BB11035,0.0649,864
MAli-v1.0,BALIS-2,BB11036,0.0334,1505
MAli-v1.0,BALIS-2,BB12001,0.056,1356
MAli-v1.0,BALIS-2,BB12003,0.45,508
MAli-v1.0,BALIS-2,BB12006,0.198,1065
MAli-v1.0,BALIS-2,BB12008,0.255,1427
MAli-v1.0,BALIS-2,BB12015,0.0222,913
MAli-v1.0,BALIS-2,BB12017,0.0442,1440
MAli-v1.0,BALIS-2,BB12020,0.263,768
MAli-v1.0,BALIS-2,BB12022,0.0654,870
MAli-v1.0,BALIS-2,BB12025,0.604,998
MAli-v1.0,BALIS-2,BB12032,0.381,467
MAli-v1.0,BALIS-2,BB12033,0.255,1294
MAli-v1.0,BALIS-2,BB12035,0.114,1214
MAli-v1.0,BALIS-2,BB12036,0.087,1216
MAli-v1.0,BALIS-2,BB12038,0.211,1038
MAli-v1.0,BALIS-2,BB12041,0.0761,756
MAli-v1.0,BALIS-2,BB12043,0.148,1239
MAli-v1.0,BALIS-2,BB20002,0.0,888
MAli-v1.0,BALIS-2,BB20005,0.0232,1530
MAli-v1.0,BALIS-2,BB20010,0.0588,1591
MAli-v1.0,BALIS-2,BB20016,0.0183,1206
MAli-v1.0,BALIS-2,BB20018,0.0907,1211
MAli-v1.0,BALIS-2,BB20019,0.00133,1785
MAli-v1.0,BALIS-2,BB20020,0.0981,1343
MAli-v1.0,BALIS-2,BB20025,0.0423,1379
MAli-v1.0,BALIS-2,BB20026,0.00495,1812
MAli-v1.0,BALIS-2,BB20028,0.00804,1624
MAli-v1.0,BALIS-2,BB20029,0.00575,781
MAli-v1.0,BALIS-2,BB20030,0.0312,730
MAli-v1.0,BALIS-2,BB20031,0.00317,1337
MAli-v1.0,BALIS-2,BB20032,0.173,707
MAli-v1.0,BALIS-2,BB20033,0.13,749
MAli-v1.0,BALIS-2,BB20034,0.0157,1316
MAli-v1.0,BALIS-2,BB20035,0.0124,1308
MAli-v1.0,BALIS-2,BB20036,0.0,1103
MAli-v1.0,BALIS-2,BB20037,0.0137,2016
MAli-v1.0,BALIS-2,BB20038,0.0952,725
MAli-v1.0,BALIS-2,BB20039,0.0262,1428
MAli-v1.0,BALIS-2,BB20040,0.0772,1418
MAli-v1.0,BALIS-2,BB30002,0.0484,1359
MAli-v1.0,BALIS-2,BB30003,0.0234,1445
MAli-v1.0,BALIS-2,BB30005,0.0742,1593
MAli-v1.0,BALIS-2,BB30009,0.0,652
MAli-v1.0,BALIS-2,BB30010,0.0607,1611
MAli-v1.0,BALIS-2,BB30012,0.0182,1361
MAli-v1.0,BALIS-2,BB30013,0.00261,1797
MAli-v1.0,BALIS-2,BB30020,0.00714,1133
MAli-v1.0,BALIS-2,BB30024,0.00952,1364
MAli-v1.0,BALIS-2,BB30030,0.019,1500
MAli-v1.0,BALIS-2,BB40002,0.01,1122
MAli-v1.0,BALIS-2,BB40006,0.0414,1372
MAli-v1.0,BALIS-2,BB40011,0.0307,1308
MAli-v1.0,BALIS-2,BB40012,0.013,1199
MAli-v1.0,BALIS-2,BB40013,0.0343,1340
MAli-v1.0,BALIS-2,BB40014,0.133,1128
MAli-v1.0,BALIS-2,BB40017,0.0312,1214
MAli-v1.0,BALIS-2,BB40023,0.081,1704
MAli-v1.0,BALIS-2,BB40030,0.0228,1177
MAli-v1.0,BALIS-2,BB40034,0.00439,1884
MAli-v1.0,BALIS-2,BB40035,0.194,1192
MAli-v1.0,BALIS-2,BB40040,0.231,1014
MAli-v1.0,BALIS-2,BB40042,0.0578,1229
MAli-v1.0,BALIS-2,BB40043,0.0213,1446
MAli-v1.0,BALIS-2,BB40044,0.0293,1068
MAli-v1.0,BALIS-2,BB40045,0.0842,833
MAli-v1.0,BALIS-2,BB50002,0.00946,2310
MAli-v1.0,BALIS-2,BB50003,0.0759,1537
MAli-v1.0,BALIS-2,BB50006,0.00202,2049
MAli-v1.0,BALIS-2,BB50009,0.00667,1568
MAli-v1.0,BALIS-2,BB50010,0.0,1432
MAli-v1.0,BALIS-2,BB50013,0.0761,1185
MAli-v1.0,BALIS-2,BB50015,0.00739,1741
