aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.0,BALIS-2,BB11001,0.0906,1060
MAli-v1.0,BALIS-2,BB11002,0.0126,1472
MAli-v1.0,BALIS-2,BB11003,0.00202,2464
MAli-v1.0,BALIS-2,BB11006,0.026,1661
MAli-v1.0,BALIS-2,BB11007,0.0724,2430
MAli-v1.0,BALIS-2,BB11010,0.0,2297
MAli-v1.0,BALIS-2,BB11012,0.0611,2060
MAli-v1.0,BALIS-2,BB11013,0.0,1103
MAli-v1.0,BALIS-2,BB11017,0.173,1623
MAli-v1.0,BALIS-2,BB11020,0.0504,1731
MAli-v1.0,BALIS-2,BB11023,0.0325,2225
MAli-v1.0,BALIS-2,BB11024,0.00647,2327
MAli-v1.0,BALIS-2,BB11026,0.00733,3971
MAli-v1.0,BALIS-2,BB11028,0.0278,1548
MAli-v1.0,BALIS-2,BB11030,0.0158,2497
MAli-v1.0,BALIS-2,BB11032,0.015,2309
MAli-v1.0,BALIS-2,BB11034,0.0111,3580
MAli-v1.0,BALIS-2,BB11035,0.0703,1236
MAli-v1.0,BALIS-2,BB11036,0.0314,2443
MAli-v1.0,BALIS-2,BB12001,0.056,2254
MAli-v1.0,BALIS-2,BB12003,0.55,852
MAli-v1.0,BALIS-2,BB12006,0.254,1603
MAli-v1.0,BALIS-2,BB12008,0.344,2220
MAli-v1.0,BALIS-2,BB12015,0.0389,1478
MAli-v1.0,BALIS-2,BB12017,0.0292,2499
MAli-v1.0,BALIS-2,BB12020,0.316,1060
MAli-v1.0,BALIS-2,BB12022,0.0588,1184
MAli-v1.0,BALIS-2,BB12025,0.615,1281
MAli-v1.0,BALIS-2,BB12032,0.47,992
MAli-v1.0,BALIS-2,BB12033,0.255,2117
MAli-v1.0,BALIS-2,BB12035,0.127,1593
MAli-v1.0,BALIS-2,BB12036,0.0985,1528
MAli-v1.0,BALIS-2,BB12038,0.291,1564
MAli-v1.0,BALIS-2,BB12041,0.0913,1075
MAli-v1.0,BALIS-2,BB12043,0.184,1584
MAli-v1.0,BALIS-2,BB20002,0.0,1360
MAli-v1.0,BALIS-2,BB20005,0.0276,2350
MAli-v1.0,BALIS-2,BB20010,0.0994,2683
MAli-v1.0,BALIS-2,BB20016,0.0175,1897
MAli-v1.0,BALIS-2,BB20018,0.0986,1778
MAli-v1.0,BALIS-2,BB20019,0.00667,2929
MAli-v1.0,BALIS-2,BB20020,0.12,1617
MAli-v1.0,BALIS-2,BB20025,0.0556,1900
MAli-v1.0,BALIS-2,BB20026,0.0033,3158
MAli-v1.0,BALIS-2,BB20028,0.0116,2551
MAli-v1.0,BALIS-2,BB20029,0.00575,1109
MAli-v1.0,BALIS-2,BB20030,0.0104,1003
MAli-v1.0,BALIS-2,BB20031,0.019,1872
MAli-v1.0,BALIS-2,BB20032,0.17,1044
MAli-v1.0,BALIS-2,BB20033,0.21,1100
MAli-v1.0,BALIS-2,BB20034,0.0162,2133
MAli-v1.0,BALIS-2,BB20035,0.0171,1857
MAli-v1.0,BALIS-2,BB20036,0.0037,1570
MAli-v1.0,BALIS-2,BB20037,0.0101,3303
MAli-v1.0,BALIS-2,BB20038,0.0952,1158
MAli-v1.0,BALIS-2,BB20039,0.0262,2167
MAli-v1.0,BALIS-2,BB20040,0.0494,2304
MAli-v1.0,BALIS-2,BB30002,0.0614,2085
MAli-v1.0,BALIS-2,BB30003,0.019,2444
MAli-v1.0,BALIS-2,BB30005,0.08,2485
MAli-v1.0,BALIS-2,BB30009,0.0247,1023
MAli-v1.0,BALIS-2,BB30010,0.0432,2590
MAli-v1.0,BALIS-2,BB30012,0.00165,2065
MAli-v1.0,BALIS-2,BB30013,0.00261,2973
MAli-v1.0,BALIS-2,BB30020,0.0119,1749
MAli-v1.0,BALIS-2,BB30024,0.00857,2124
MAli-v1.0,BALIS-2,BB30030,0.0157,2305
MAli-v1.0,BALIS-2,BB40002,0.0125,1374
MAli-v1.0,BALIS-2,BB40006,0.0633,2240
MAli-v1.0,BALIS-2,BB40011,0.027,1769
MAli-v1.0,BALIS-2,BB40012,0.0142,1726
MAli-v1.0,BALIS-2,BB40013,0.0114,1951
MAli-v1.0,BALIS-2,BB40014,0.133,1523
MAli-v1.0,BALIS-2,BB40017,0.0238,1533
MAli-v1.0,BALIS-2,BB40023,0.0771,2550
MAli-v1.0,BALIS-2,BB40030,0.0244,1786
MAli-v1.0,BALIS-2,BB40034,0.00439,3313
MAli-v1.0,BALIS-2,BB40035,0.285,1605
MAli-v1.0,BALIS-2,BB40040,0.317,1490
MAli-v1.0,BALIS-2,BB40042,0.0502,1752
MAli-v1.0,BALIS-2,BB40043,0.0187,2072
MAli-v1.0,BALIS-2,BB40044,0.032,1516
MAli-v1.0,BALIS-2,BB40045,0.0895,1005
MAli-v1.0,BALIS-2,BB50002,0.0125,4146
MAli-v1.0,BALIS-2,BB50003,0.0594,2436
MAli-v1.0,BALIS-2,BB50006,0.00292,3538
MAli-v1.0,BALIS-2,BB50009,0.00667,2472
MAli-v1.0,BALIS-2,BB50010,0.0,2027
MAli-v1.0,BALIS-2,BB50013,0.0499,1545
MAli-v1.0,BALIS-2,BB50015,0.008,2895
