aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.0,BALIS-2,BB11001,0.222,1584
MAli-v1.0,BALIS-2,BB11002,0.021,2557
MAli-v1.0,BALIS-2,BB11003,0.0121,5237
MAli-v1.0,BALIS-2,BB11006,0.0201,3357
MAli-v1.0,BALIS-2,BB11007,0.0824,5070
MAli-v1.0,BALIS-2,BB11010,0.0342,5046
MAli-v1.0,BALIS-2,BB11012,0.0551,4187
MAli-v1.0,BALIS-2,BB11013,0.00345,1743
MAli-v1.0,BALIS-2,BB11017,0.159,2960
MAli-v1.0,BALIS-2,BB11020,0.0411,3014
MAli-v1.0,BALIS-2,BB11023,0.0412,4545
MAli-v1.0,BALIS-2,BB11024,0.0,4612
MAli-v1.0,BALIS-2,BB11026,0.00733,8749
MAli-v1.0,BALIS-2,BB11028,0.0211,2912
MAli-v1.0,BALIS-2,BB11030,0.0194,5206
MAli-v1.0,BALIS-2,BB11032,0.0235,4584
MAli-v1.0,BALIS-2,BB11034,0.0136,7995
MAli-v1.0,BALIS-2,BB11035,0.0459,2079
MAli-v1.0,BALIS-2,BB11036,0.0334,4781
MAli-v1.0,BALIS-2,BB12001,0.0724,4595
MAli-v1.0,BALIS-2,BB12003,0.703,1286
MAli-v1.0,BALIS-2,BB12006,0.31,2861
MAli-v1.0,BALIS-2,BB12008,0.394,4246
MAli-v1.0,BALIS-2,BB12015,0.0528,2616
MAli-v1.0,BALIS-2,BB12017,0.0634,5004
MAli-v1.0,BALIS-2,BB12020,0.367,1931
MAli-v1.0,BALIS-2,BB12022,0.0523,1956
MAli-v1.0,BALIS-2,BB12025,0.729,2569
MAli-v1.0,BALIS-2,BB12032,0.519,1438
MAli-v1.0,BALIS-2,BB12033,0.257,4650
MAli-v1.0,BALIS-2,BB12035,0.154,3081
MAli-v1.0,BALIS-2,BB12036,0.101,2881
MAli-v1.0,BALIS-2,BB12038,0.359,2991
MAli-v1.0,BALIS-2,BB12041,0.122,1745
MAli-v1.0,BALIS-2,BB12043,0.201,3244
MAli-v1.0,BALIS-2,BB20002,0.0,2488
MAli-v1.0,BALIS-2,BB20005,0.0318,5412
MAli-v1.0,BALIS-2,BB20010,0.133,6341
MAli-v1.0,BALIS-2,BB20016,0.019,3887
MAli-v1.0,BALIS-2,BB20018,0.0931,3774
MAli-v1.0,BALIS-2,BB20019,0.0147,12654
MAli-v1.0,BALIS-2,BB20020,0.139,3070
MAli-v1.0,BALIS-2,BB20025,0.0608,4417
MAli-v1.0,BALIS-2,BB20026,0.0099,7660
MAli-v1.0,BALIS-2,BB20028,0.00997,5813
MAli-v1.0,BALIS-2,BB20029,0.00575,1696
MAli-v1.0,BALIS-2,BB20030,0.0104,1625
MAli-v1.0,BALIS-2,BB20031,0.0127,4397
MAli-v1.0,BALIS-2,BB20032,0.252,1754
MAli-v1.0,BALIS-2,BB20033,0.237,1802
MAli-v1.0,BALIS-2,BB20034,0.0183,4684
MAli-v1.0,BALIS-2,BB20035,0.019,3966
MAli-v1.0,BALIS-2,BB20036,0.0,2946
MAli-v1.0,BALIS-2,BB20037,0.0119,7878
MAli-v1.0,BALIS-2,BB20038,0.0952,1760
MAli-v1.0,BALIS-2,BB20039,0.032,4923
MAli-v1.0,BALIS-2,BB20040,0.0556,5112
MAli-v1.0,BALIS-2,BB30002,0.0652,4689
MAli-v1.0,BALIS-2,BB30003,0.0262,5368
MAli-v1.0,BALIS-2,BB30005,0.0915,5416
MAli-v1.0,BALIS-2,BB30009,0.0,1644
MAli-v1.0,BALIS-2,BB30010,0.0594,5970
MAli-v1.0,BALIS-2,BB30012,0.00165,4631
MAli-v1.0,BALIS-2,BB30013,0.00348,6735
MAli-v1.0,BALIS-2,BB30020,0.0143,3645
MAli-v1.0,BALIS-2,BB30024,0.0143,4568
MAli-v1.0,BALIS-2,BB30030,0.0128,5021
MAli-v1.0,BALIS-2,BB40002,0.0125,2641
MAli-v1.0,BALIS-2,BB40006,0.0609,4491
MAli-v1.0,BALIS-2,BB40011,0.0254,3564
MAli-v1.0,BALIS-2,BB40012,0.013,3808
MAli-v1.0,BALIS-2,BB40013,0.0214,4054
MAli-v1.0,BALIS-2,BB40014,0.236,3366
MAli-v1.0,BALIS-2,BB40017,0.0402,2813
MAli-v1.0,BALIS-2,BB40023,0.0961,5249
MAli-v1.0,BALIS-2,BB40030,0.0358,3915
MAli-v1.0,BALIS-2,BB40034,0.00219,7882
MAli-v1.0,BALIS-2,BB40035,0.395,3182
MAli-v1.0,BALIS-2,BB40040,0.37,2897
MAli-v1.0,BALIS-2,BB40042,0.0538,3781
MAli-v1.0,BALIS-2,BB40043,0.0187,4473
MAli-v1.0,BALIS-2,BB40044,0.0373,2790
MAli-v1.0,BALIS-2,BB40045,0.113,1769
MAli-v1.0,BALIS-2,BB50002,0.0137,9658
MAli-v1.0,BALIS-2,BB50003,0.0759,5724
MAli-v1.0,BALIS-2,BB50006,0.00449,8655
MAli-v1.0,BALIS-2,BB50009,0.0413,5331
MAli-v1.0,BALIS-2,BB50010,0.0,4814
MAli-v1.0,BALIS-2,BB50013,0.105,3180
MAli-v1.0,BALIS-2,BB50015,0.00677,6621
