aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.1,BALIS-2,BB11001,0.684,1956
MAli-v1.1,BALIS-2,BB11002,0.0,3483
MAli-v1.1,BALIS-2,BB11003,0.0931,7810
MAli-v1.1,BALIS-2,BB11006,0.0409,4904
MAli-v1.1,BALIS-2,BB11007,0.113,7703
MAli-v1.1,BALIS-2,BB11010,0.0406,7431
MAli-v1.1,BALIS-2,BB11012,0.252,6041
MAli-v1.1,BALIS-2,BB11013,0.0414,2157
MAli-v1.1,BALIS-2,BB11017,0.339,4145
MAli-v1.1,BALIS-2,BB11020,0.0904,4413
MAli-v1.1,BALIS-2,BB11023,0.0215,6557
MAli-v1.1,BALIS-2,BB11024,0.0243,7138
MAli-v1.1,BALIS-2,BB11026,0.00366,13132
MAli-v1.1,BALIS-2,BB11028,0.0533,3985
MAli-v1.1,BALIS-2,BB11030,0.0158,7439
MAli-v1.1,BALIS-2,BB11032,0.0193,6580
MAli-v1.1,BALIS-2,BB11034,0.0204,11378
MAli-v1.1,BALIS-2,BB11035,0.181,2583
MAli-v1.1,BALIS-2,BB11036,0.0788,7175
MAli-v1.1,BALIS-2,BB12001,0.463,6952
MAli-v1.1,BALIS-2,BB12003,0.946,1488
MAli-v1.1,BALIS-2,BB12006,0.74,4109
MAli-v1.1,BALIS-2,BB12008,0.544,6250
MAli-v1.1,BALIS-2,BB12015,0.167,3526
MAli-v1.1,BALIS-2,BB12017,0.241,7269
MAli-v1.1,BALIS-2,BB12020,0.604,2520
MAli-v1.1,BALIS-2,BB12022,0.333,2844
MAli-v1.1,BALIS-2,BB12025,0.786,3519
MAli-v1.1,BALIS-2,BB12032,0.626,1678
MAli-v1.1,BALIS-2,BB12033,0.387,6944
MAli-v1.1,BALIS-2,BB12035,0.243,4576
MAli-v1.1,BALIS-2,BB12036,0.404,4066
MAli-v1.1,BALIS-2,BB12038,0.679,4166
MAli-v1.1,BALIS-2,BB12041,0.539,2336
MAli-v1.1,BALIS-2,BB12043,0.287,4650
MAli-v1.1,BALIS-2,BB20002,0.0,3270
MAli-v1.1,BALIS-2,BB20005,0.0199,7863
MAli-v1.1,BALIS-2,BB20010,0.401,9253
MAli-v1.1,BALIS-2,BB20016,0.0667,5587
MAli-v1.1,BALIS-2,BB20018,0.308,5304
MAli-v1.1,BALIS-2,BB20019,0.0,10552
MAli-v1.1,BALIS-2,BB20020,0.241,4469
MAli-v1.1,BALIS-2,BB20025,0.0,6494
MAli-v1.1,BALIS-2,BB20026,0.0,11489
MAli-v1.1,BALIS-2,BB20028,0.0467,8212
MAli-v1.1,BALIS-2,BB20029,0.0,2105
MAli-v1.1,BALIS-2,BB20030,0.0625,2101
MAli-v1.1,BALIS-2,BB20031,0.0,6517
MAli-v1.1,BALIS-2,BB20032,0.376,2265
MAli-v1.1,BALIS-2,BB20033,0.302,2323
MAli-v1.1,BALIS-2,BB20034,0.031,6602
MAli-v1.1,BALIS-2,BB20035,0.00857,5598
MAli-v1.1,BALIS-2,BB20036,0.0556,4013
MAli-v1.1,BALIS-2,BB20037,0.0,11102
MAli-v1.1,BALIS-2,BB20038,0.124,2365
MAli-v1.1,BALIS-2,BB20039,0.0301,6879
MAli-v1.1,BALIS-2,BB20040,0.0988,7627
MAli-v1.1,BALIS-2,BB30002,0.0174,6966
MAli-v1.1,BALIS-2,BB30003,0.0357,8066
MAli-v1.1,BALIS-2,BB30005,0.185,7798
MAli-v1.1,BALIS-2,BB30009,0.0,1986
MAli-v1.1,BALIS-2,BB30010,0.135,9131
MAli-v1.1,BALIS-2,BB30012,0.0743,6999
MAli-v1.1,BALIS-2,BB30013,0.0,9964
MAli-v1.1,BALIS-2,BB30020,0.0571,5428
MAli-v1.1,BALIS-2,BB30024,0.0343,6465
MAli-v1.1,BALIS-2,BB30030,0.0058,6970
MAli-v1.1,BALIS-2,BB40002,0.115,3519
MAli-v1.1,BALIS-2,BB40006,0.058,6386
MAli-v1.1,BALIS-2,BB40011,0.05,4655
MAli-v1.1,BALIS-2,BB40012,0.286,5582
MAli-v1.1,BALIS-2,BB40013,0.21,5546
MAli-v1.1,BALIS-2,BB40014,0.276,4933
MAli-v1.1,BALIS-2,BB40017,0.409,3765
MAli-v1.1,BALIS-2,BB40023,0.374,7942
MAli-v1.1,BALIS-2,BB40030,0.116,5532
MAli-v1.1,BALIS-2,BB40034,0.112,11656
MAli-v1.1,BALIS-2,BB40035,0.524,4764
MAli-v1.1,BALIS-2,BB40040,0.698,4283
MAli-v1.1,BALIS-2,BB40042,0.0901,5280
MAli-v1.1,BALIS-2,BB40043,0.0,5821
MAli-v1.1,BALIS-2,BB40044,0.0107,3593
MAli-v1.1,BALIS-2,BB40045,0.526,2119
MAli-v1.1,BALIS-2,BB50002,0.00244,12637
MAli-v1.1,BALIS-2,BB50003,0.0,7901
MAli-v1.1,BALIS-2,BB50006,0.00718,11254
MAli-v1.1,BALIS-2,BB50009,0.144,6947
MAli-v1.1,BALIS-2,BB50010,0.197,6428
MAli-v1.1,BALIS-2,BB50013,0.412,4194
MAli-v1.1,BALIS-2,BB50015,0.00369,8722
