aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.1,BALIS-2,BB11001,0.0351,145
MAli-v1.1,BALIS-2,BB11002,0.021,244
MAli-v1.1,BALIS-2,BB11003,0.00877,678
MAli-v1.1,BALIS-2,BB11006,0.0402,360
MAli-v1.1,BALIS-2,BB11007,0.0632,658
MAli-v1.1,BALIS-2,BB11010,0.0,622
MAli-v1.1,BALIS-2,BB11012,0.0252,541
MAli-v1.1,BALIS-2,BB11013,0.0138,168
MAli-v1.1,BALIS-2,BB11017,0.096,342
MAli-v1.1,BALIS-2,BB11020,0.0356,346
MAli-v1.1,BALIS-2,BB11023,0.0482,591
MAli-v1.1,BALIS-2,BB11024,0.00647,610
MAli-v1.1,BALIS-2,BB11026,0.00366,879
MAli-v1.1,BALIS-2,BB11028,0.01,299
MAli-v1.1,BALIS-2,BB11030,0.0215,580
MAli-v1.1,BALIS-2,BB11032,0.015,583
MAli-v1.1,BALIS-2,BB11034,0.0154,855
MAli-v1.1,BALIS-2,BB11035,0.0676,194
MAli-v1.1,BALIS-2,BB11036,0.045,668
MAli-v1.1,BALIS-2,BB12001,0.0492,618
MAli-v1.1,BALIS-2,BB12003,0.432,136
MAli-v1.1,BALIS-2,BB12006,0.108,349
MAli-v1.1,BALIS-2,BB12008,0.181,433
MAli-v1.1,BALIS-2,BB12015,0.0611,231
MAli-v1.1,BALIS-2,BB12017,0.0373,565
MAli-v1.1,BALIS-2,BB12020,0.145,174
MAli-v1.1,BALIS-2,BB12022,0.0523,189
MAli-v1.1,BALIS-2,BB12025,0.38,231
MAli-v1.1,BALIS-2,BB12032,0.304,128
MAli-v1.1,BALIS-2,BB12033,0.11,570
MAli-v1.1,BALIS-2,BB12035,0.12,358
MAli-v1.1,BALIS-2,BB12036,0.0838,281
MAli-v1.1,BALIS-2,BB12038,0.223,290
MAli-v1.1,BALIS-2,BB12041,0.102,156
MAli-v1.1,BALIS-2,BB12043,0.136,349
MAli-v1.1,BALIS-2,BB20002,0.0,220
MAli-v1.1,BALIS-2,BB20005,0.0243,645
MAli-v1.1,BALIS-2,BB20010,0.0486,663
MAli-v1.1,BALIS-2,BB20016,0.0111,507
MAli-v1.1,BALIS-2,BB20018,0.0486,471
MAli-v1.1,BALIS-2,BB20019,0.00133,698
MAli-v1.1,BALIS-2,BB20020,0.0841,329
MAli-v1.1,BALIS-2,BB20025,0.0423,562
MAli-v1.1,BALIS-2,BB20026,0.0066,717
MAli-v1.1,BALIS-2,BB20028,0.0113,656
MAli-v1.1,BALIS-2,BB20029,0.00575,153
MAli-v1.1,BALIS-2,BB20030,0.0885,154
MAli-v1.1,BALIS-2,BB20031,0.00317,554
MAli-v1.1,BALIS-2,BB20032,0.118,159
MAli-v1.1,BALIS-2,BB20033,0.102,166
MAli-v1.1,BALIS-2,BB20034,0.017,554
MAli-v1.1,BALIS-2,BB20035,0.02,544
MAli-v1.1,BALIS-2,BB20036,0.0037,293
MAli-v1.1,BALIS-2,BB20037,0.0125,862
MAli-v1.1,BALIS-2,BB20038,0.0667,174
MAli-v1.1,BALIS-2,BB20039,0.0214,595
MAli-v1.1,BALIS-2,BB20040,0.0,587
MAli-v1.1,BALIS-2,BB30002,0.0368,601
MAli-v1.1,BALIS-2,BB30003,0.0135,665
MAli-v1.1,BALIS-2,BB30005,0.0656,658
MAli-v1.1,BALIS-2,BB30009,0.0,159
MAli-v1.1,BALIS-2,BB30010,0.0216,688
MAli-v1.1,BALIS-2,BB30012,0.0182,573
MAli-v1.1,BALIS-2,BB30013,0.00087,753
MAli-v1.1,BALIS-2,BB30020,0.0167,499
MAli-v1.1,BALIS-2,BB30024,0.0133,575
MAli-v1.1,BALIS-2,BB30030,0.0166,638
MAli-v1.1,BALIS-2,BB40002,0.00752,234
MAli-v1.1,BALIS-2,BB40006,0.0402,555
MAli-v1.1,BALIS-2,BB40011,0.0283,378
MAli-v1.1,BALIS-2,BB40012,0.013,487
MAli-v1.1,BALIS-2,BB40013,0.0229,511
MAli-v1.1,BALIS-2,BB40014,0.139,384
MAli-v1.1,BALIS-2,BB40017,0.0312,253
MAli-v1.1,BALIS-2,BB40023,0.086,668
MAli-v1.1,BALIS-2,BB40030,0.0244,472
MAli-v1.1,BALIS-2,BB40034,0.00658,793
MAli-v1.1,BALIS-2,BB40035,0.175,382
MAli-v1.1,BALIS-2,BB40040,0.278,306
MAli-v1.1,BALIS-2,BB40042,0.0354,487
MAli-v1.1,BALIS-2,BB40043,0.0175,607
MAli-v1.1,BALIS-2,BB40044,0.0187,270
MAli-v1.1,BALIS-2,BB40045,0.103,171
MAli-v1.1,BALIS-2,BB50002,0.0128,1053
MAli-v1.1,BALIS-2,BB50003,0.0462,638
MAli-v1.1,BALIS-2,BB50006,0.00516,865
MAli-v1.1,BALIS-2,BB50009,0.012,631
MAli-v1.1,BALIS-2,BB50010,0.0,579
MAli-v1.1,BALIS-2,BB50013,0.021,322
MAli-v1.1,BALIS-2,BB50015,0.00677,714
