aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.1,BALIS-2,BB11001,0.684,2052
MAli-v1.1,BALIS-2,BB11002,0.0,4154
MAli-v1.1,BALIS-2,BB11003,0.0931,8723
MAli-v1.1,BALIS-2,BB11006,0.0446,5539
MAli-v1.1,BALIS-2,BB11007,0.121,8760
MAli-v1.1,BALIS-2,BB11010,0.0406,9107
MAli-v1.1,BALIS-2,BB11012,0.245,7070
MAli-v1.1,BALIS-2,BB11013,0.0448,2433
MAli-v1.1,BALIS-2,BB11017,0.365,5037
MAli-v1.1,BALIS-2,BB11020,0.158,5166
MAli-v1.1,BALIS-2,BB11023,0.0215,7839
MAli-v1.1,BALIS-2,BB11024,0.0243,8121
MAli-v1.1,BALIS-2,BB11026,0.0,15898
MAli-v1.1,BALIS-2,BB11028,0.0567,4765
MAli-v1.1,BALIS-2,BB11030,0.0158,8547
MAli-v1.1,BALIS-2,BB11032,0.0258,7789
MAli-v1.1,BALIS-2,BB11034,0.0368,13295
MAli-v1.1,BALIS-2,BB11035,0.195,2926
MAli-v1.1,BALIS-2,BB11036,0.0788,8502
MAli-v1.1,BALIS-2,BB12001,0.475,8371
MAli-v1.1,BALIS-2,BB12003,0.946,1678
MAli-v1.1,BALIS-2,BB12006,0.775,4704
MAli-v1.1,BALIS-2,BB12008,0.571,6985
MAli-v1.1,BALIS-2,BB12015,0.167,4210
MAli-v1.1,BALIS-2,BB12017,0.255,8914
MAli-v1.1,BALIS-2,BB12020,0.63,2920
MAli-v1.1,BALIS-2,BB12022,0.333,3196
MAli-v1.1,BALIS-2,BB12025,0.771,4272
MAli-v1.1,BALIS-2,BB12032,0.689,1871
MAli-v1.1,BALIS-2,BB12033,0.404,8213
MAli-v1.1,BALIS-2,BB12035,0.278,5336
MAli-v1.1,BALIS-2,BB12036,0.572,4816
MAli-v1.1,BALIS-2,BB12038,0.713,5169
MAli-v1.1,BALIS-2,BB12041,0.591,2711
MAli-v1.1,BALIS-2,BB12043,0.316,5659
MAli-v1.1,BALIS-2,BB20002,0.0,3915
MAli-v1.1,BALIS-2,BB20005,0.0208,9598
MAli-v1.1,BALIS-2,BB20010,0.417,11136
MAli-v1.1,BALIS-2,BB20016,0.0667,6769
MAli-v1.1,BALIS-2,BB20018,0.342,6333
MAli-v1.1,BALIS-2,BB20019,0.0,12585
MAli-v1.1,BALIS-2,BB20020,0.251,5351
MAli-v1.1,BALIS-2,BB20025,0.0,8161
MAli-v1.1,BALIS-2,BB20026,0.0,13972
MAli-v1.1,BALIS-2,BB20028,0.0727,9834
MAli-v1.1,BALIS-2,BB20029,0.0,2507
MAli-v1.1,BALIS-2,BB20030,0.0417,2409
MAli-v1.1,BALIS-2,BB20031,0.0,8078
MAli-v1.1,BALIS-2,BB20032,0.37,2482
MAli-v1.1,BALIS-2,BB20033,0.29,2768
MAli-v1.1,BALIS-2,BB20034,0.031,7790
MAli-v1.1,BALIS-2,BB20035,0.00762,6551
MAli-v1.1,BALIS-2,BB20036,0.0778,4645
MAli-v1.1,BALIS-2,BB20037,0.0,13938
MAli-v1.1,BALIS-2,BB20038,0.124,2807
MAli-v1.1,BALIS-2,BB20039,0.0252,8389
MAli-v1.1,BALIS-2,BB20040,0.0988,9421
MAli-v1.1,BALIS-2,BB30002,0.0853,8526
MAli-v1.1,BALIS-2,BB30003,0.0349,9837
MAli-v1.1,BALIS-2,BB30005,0.192,9507
MAli-v1.1,BALIS-2,BB30009,0.0,2332
MAli-v1.1,BALIS-2,BB30010,0.135,11234
MAli-v1.1,BALIS-2,BB30012,0.0974,8493
MAli-v1.1,BALIS-2,BB30013,0.0252,12566
MAli-v1.1,BALIS-2,BB30020,0.0714,6487
MAli-v1.1,BALIS-2,BB30024,0.039,7956
MAli-v1.1,BALIS-2,BB30030,0.00207,8501
MAli-v1.1,BALIS-2,BB40002,0.125,4167
MAli-v1.1,BALIS-2,BB40006,0.058,7800
MAli-v1.1,BALIS-2,BB40011,0.05,5803
MAli-v1.1,BALIS-2,BB40012,0.33,6784
MAli-v1.1,BALIS-2,BB40013,0.21,6779
MAli-v1.1,BALIS-2,BB40014,0.293,6116
MAli-v1.1,BALIS-2,BB40017,0.429,4530
MAli-v1.1,BALIS-2,BB40023,0.475,9977
MAli-v1.1,BALIS-2,BB40030,0.116,6562
MAli-v1.1,BALIS-2,BB40034,0.112,14123
MAli-v1.1,BALIS-2,BB40035,0.524,5889
MAli-v1.1,BALIS-2,BB40040,0.771,4985
MAli-v1.1,BALIS-2,BB40042,0.14,6620
MAli-v1.1,BALIS-2,BB40043,0.00875,7689
MAli-v1.1,BALIS-2,BB40044,0.0107,4660
MAli-v1.1,BALIS-2,BB40045,0.597,2735
MAli-v1.1,BALIS-2,BB50002,0.00824,16705
MAli-v1.1,BALIS-2,BB50003,0.0561,10339
MAli-v1.1,BALIS-2,BB50006,0.00673,15124
MAli-v1.1,BALIS-2,BB50009,0.144,9441
MAli-v1.1,BALIS-2,BB50010,0.227,8526
MAli-v1.1,BALIS-2,BB50013,0.412,5669
MAli-v1.1,BALIS-2,BB50015,0.00369,11664
