aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.3,BALIS-2,BB11001,0.652,6238
MAli-v1.3,BALIS-2,BB11002,0.132,3774
MAli-v1.3,BALIS-2,BB11003,0.195,8166
MAli-v1.3,BALIS-2,BB11006,0.0558,6228
MAli-v1.3,BALIS-2,BB11007,0.233,13573
MAli-v1.3,BALIS-2,BB11010,0.126,8442
MAli-v1.3,BALIS-2,BB11012,0.539,6148
MAli-v1.3,BALIS-2,BB11013,0.1,2613
MAli-v1.3,BALIS-2,BB11017,0.406,4450
MAli-v1.3,BALIS-2,BB11020,0.112,6276
MAli-v1.3,BALIS-2,BB11023,0.183,6349
MAli-v1.3,BALIS-2,BB11024,0.0615,7271
MAli-v1.3,BALIS-2,BB11026,0.136,15918
MAli-v1.3,BALIS-2,BB11028,0.0711,6313
MAli-v1.3,BALIS-2,BB11030,0.072,20166
MAli-v1.3,BALIS-2,BB11032,0.0841,12055
MAli-v1.3,BALIS-2,BB11034,0.121,21912
MAli-v1.3,BALIS-2,BB11035,0.222,3283
MAli-v1.3,BALIS-2,BB11036,0.137,9453
MAli-v1.3,BALIS-2,BB12001,0.716,7580
MAli-v1.3,BALIS-2,BB12003,0.892,1489
MAli-v1.3,BALIS-2,BB12006,0.903,3767
MAli-v1.3,BALIS-2,BB12008,0.815,6061
MAli-v1.3,BALIS-2,BB12015,0.408,4360
MAli-v1.3,BALIS-2,BB12017,0.545,8207
MAli-v1.3,BALIS-2,BB12020,0.831,2463
MAli-v1.3,BALIS-2,BB12022,0.621,2786
MAli-v1.3,BALIS-2,BB12025,0.844,3372
MAli-v1.3,BALIS-2,BB12032,0.867,1700
MAli-v1.3,BALIS-2,BB12033,0.489,7271
MAli-v1.3,BALIS-2,BB12035,0.863,4424
MAli-v1.3,BALIS-2,BB12036,0.776,4563
MAli-v1.3,BALIS-2,BB12038,0.899,4498
MAli-v1.3,BALIS-2,BB12041,0.802,4578
MAli-v1.3,BALIS-2,BB12043,0.913,4714
MAli-v1.3,BALIS-2,BB20002,0.409,3535
MAli-v1.3,BALIS-2,BB20005,0.0704,22003
MAli-v1.3,BALIS-2,BB20010,0.55,10464
MAli-v1.3,BALIS-2,BB20016,0.446,7236
MAli-v1.3,BALIS-2,BB20018,0.597,6223
MAli-v1.3,BALIS-2,BB20019,0.00267,10387
MAli-v1.3,BALIS-2,BB20020,0.662,4825
MAli-v1.3,BALIS-2,BB20025,0.198,6462
MAli-v1.3,BALIS-2,BB20026,0.0627,13458
MAli-v1.3,BALIS-2,BB20028,0.783,8386
MAli-v1.3,BALIS-2,BB20029,0.0977,2099
MAli-v1.3,BALIS-2,BB20030,0.109,2031
MAli-v1.3,BALIS-2,BB20031,0.0841,8331
MAli-v1.3,BALIS-2,BB20032,0.448,2281
MAli-v1.3,BALIS-2,BB20033,0.388,2253
MAli-v1.3,BALIS-2,BB20034,0.218,10218
MAli-v1.3,BALIS-2,BB20035,0.186,7061
MAli-v1.3,BALIS-2,BB20036,0.0815,3700
MAli-v1.3,BALIS-2,BB20037,0.0476,12662
MAli-v1.3,BALIS-2,BB20038,0.448,2042
MAli-v1.3,BALIS-2,BB20039,0.0214,12846
MAli-v1.3,BALIS-2,BB20040,0.448,7146
MAli-v1.3,BALIS-2,BB30002,0.26,6649
MAli-v1.3,BALIS-2,BB30003,0.0798,23125
MAli-v1.3,BALIS-2,BB30005,0.589,10819
MAli-v1.3,BALIS-2,BB30009,0.0,2013
MAli-v1.3,BALIS-2,BB30010,0.282,10844
MAli-v1.3,BALIS-2,BB30012,0.483,7806
MAli-v1.3,BALIS-2,BB30013,0.033,10911
MAli-v1.3,BALIS-2,BB30020,0.1,6687
MAli-v1.3,BALIS-2,BB30024,0.279,10137
MAli-v1.3,BALIS-2,BB30030,0.24,9398
MAli-v1.3,BALIS-2,BB40002,0.431,4254
MAli-v1.3,BALIS-2,BB40006,0.372,7024
MAli-v1.3,BALIS-2,BB40011,0.65,5289
MAli-v1.3,BALIS-2,BB40012,0.657,5834
MAli-v1.3,BALIS-2,BB40013,0.507,6826
MAli-v1.3,BALIS-2,BB40014,0.804,5182
MAli-v1.3,BALIS-2,BB40017,0.76,4193
MAli-v1.3,BALIS-2,BB40023,0.569,9214
MAli-v1.3,BALIS-2,BB40030,0.604,5741
MAli-v1.3,BALIS-2,BB40034,0.241,15482
MAli-v1.3,BALIS-2,BB40035,0.957,4992
MAli-v1.3,BALIS-2,BB40040,0.916,4233
MAli-v1.3,BALIS-2,BB40042,0.513,6607
MAli-v1.3,BALIS-2,BB40043,0.237,10727
MAli-v1.3,BALIS-2,BB40044,0.4,4470
MAli-v1.3,BALIS-2,BB40045,0.813,2487
MAli-v1.3,BALIS-2,BB50002,0.0543,28714
MAli-v1.3,BALIS-2,BB50003,0.495,9720
MAli-v1.3,BALIS-2,BB50006,0.0492,34404
MAli-v1.3,BALIS-2,BB50009,0.175,9134
MAli-v1.3,BALIS-2,BB50010,0.18,7579
MAli-v1.3,BALIS-2,BB50013,0.638,4616
MAli-v1.3,BALIS-2,BB50015,0.056,15839
