aligner,dataset,testcase,Q_score,time_elapsed_ms
MAli-v1.3,BALIS-2,BB11001,0.67,282
MAli-v1.3,BALIS-2,BB11002,0.0651,780
MAli-v1.3,BALIS-2,BB11003,0.195,1170
MAli-v1.3,BALIS-2,BB11006,0.103,1138
MAli-v1.3,BALIS-2,BB11007,0.0955,1457
MAli-v1.3,BALIS-2,BB11010,0.0962,1193
MAli-v1.3,BALIS-2,BB11012,0.4,955
MAli-v1.3,BALIS-2,BB11013,0.0,409
MAli-v1.3,BALIS-2,BB11017,0.418,855
MAli-v1.3,BALIS-2,BB11020,0.113,995
MAli-v1.3,BALIS-2,BB11023,0.123,1159
MAli-v1.3,BALIS-2,BB11024,0.0518,1080
MAli-v1.3,BALIS-2,BB11026,0.044,1521
MAli-v1.3,BALIS-2,BB11028,0.0556,938
MAli-v1.3,BALIS-2,BB11030,0.0349,1378
MAli-v1.3,BALIS-2,BB11032,0.00987,1373
MAli-v1.3,BALIS-2,BB11034,0.0407,1625
MAli-v1.3,BALIS-2,BB11035,0.168,579
MAli-v1.3,BALIS-2,BB11036,0.0873,1236
MAli-v1.3,BALIS-2,BB12001,0.464,1035
MAli-v1.3,BALIS-2,BB12003,0.874,237
MAli-v1.3,BALIS-2,BB12006,0.853,801
MAli-v1.3,BALIS-2,BB12008,0.769,965
MAli-v1.3,BALIS-2,BB12015,0.253,802
MAli-v1.3,BALIS-2,BB12017,0.518,1130
MAli-v1.3,BALIS-2,BB12020,0.8,620
MAli-v1.3,BALIS-2,BB12022,0.575,723
MAli-v1.3,BALIS-2,BB12025,0.797,812
MAli-v1.3,BALIS-2,BB12032,0.8,243
MAli-v1.3,BALIS-2,BB12033,0.4,1092
MAli-v1.3,BALIS-2,BB12035,0.774,1008
MAli-v1.3,BALIS-2,BB12036,0.705,902
MAli-v1.3,BALIS-2,BB12038,0.808,812
MAli-v1.3,BALIS-2,BB12041,0.741,353
MAli-v1.3,BALIS-2,BB12043,0.59,1001
MAli-v1.3,BALIS-2,BB20002,0.0,720
MAli-v1.3,BALIS-2,BB20005,0.0189,1524
MAli-v1.3,BALIS-2,BB20010,0.545,1410
MAli-v1.3,BALIS-2,BB20016,0.279,1142
MAli-v1.3,BALIS-2,BB20018,0.615,1083
MAli-v1.3,BALIS-2,BB20019,0.016,1284
MAli-v1.3,BALIS-2,BB20020,0.543,1025
MAli-v1.3,BALIS-2,BB20025,0.169,1110
MAli-v1.3,BALIS-2,BB20026,0.0,1599
MAli-v1.3,BALIS-2,BB20028,0.477,1198
MAli-v1.3,BALIS-2,BB20029,0.023,338
MAli-v1.3,BALIS-2,BB20030,0.141,327
MAli-v1.3,BALIS-2,BB20031,0.0159,1053
MAli-v1.3,BALIS-2,BB20032,0.494,419
MAli-v1.3,BALIS-2,BB20033,0.398,356
MAli-v1.3,BALIS-2,BB20034,0.0531,1431
MAli-v1.3,BALIS-2,BB20035,0.131,1146
MAli-v1.3,BALIS-2,BB20036,0.00741,853
MAli-v1.3,BALIS-2,BB20037,0.0655,1439
MAli-v1.3,BALIS-2,BB20038,0.324,404
MAli-v1.3,BALIS-2,BB20039,0.0282,1232
MAli-v1.3,BALIS-2,BB20040,0.363,1111
MAli-v1.3,BALIS-2,BB30002,0.245,1025
MAli-v1.3,BALIS-2,BB30003,0.00198,1446
MAli-v1.3,BALIS-2,BB30005,0.299,1369
MAli-v1.3,BALIS-2,BB30009,0.0,325
MAli-v1.3,BALIS-2,BB30010,0.256,1259
MAli-v1.3,BALIS-2,BB30012,0.383,1130
MAli-v1.3,BALIS-2,BB30013,0.0313,1320
MAli-v1.3,BALIS-2,BB30020,0.0667,995
MAli-v1.3,BALIS-2,BB30024,0.155,1270
MAli-v1.3,BALIS-2,BB30030,0.0795,1130
MAli-v1.3,BALIS-2,BB40002,0.253,864
MAli-v1.3,BALIS-2,BB40006,0.422,1186
MAli-v1.3,BALIS-2,BB40011,0.271,1091
MAli-v1.3,BALIS-2,BB40012,0.637,900
MAli-v1.3,BALIS-2,BB40013,0.529,1126
MAli-v1.3,BALIS-2,BB40014,0.808,831
MAli-v1.3,BALIS-2,BB40017,0.408,890
MAli-v1.3,BALIS-2,BB40023,0.555,1246
MAli-v1.3,BALIS-2,BB40030,0.483,1026
MAli-v1.3,BALIS-2,BB40034,0.241,1542
MAli-v1.3,BALIS-2,BB40035,0.93,888
MAli-v1.3,BALIS-2,BB40040,0.832,834
MAli-v1.3,BALIS-2,BB40042,0.178,1042
MAli-v1.3,BALIS-2,BB40043,0.212,1145
MAli-v1.3,BALIS-2,BB40044,0.2,777
MAli-v1.3,BALIS-2,BB40045,0.739,379
MAli-v1.3,BALIS-2,BB50002,0.00824,2020
MAli-v1.3,BALIS-2,BB50003,0.416,1172
MAli-v1.3,BALIS-2,BB50006,0.0141,1985
MAli-v1.3,BALIS-2,BB50009,0.213,1108
MAli-v1.3,BALIS-2,BB50010,0.189,1005
MAli-v1.3,BALIS-2,BB50013,0.69,922
MAli-v1.3,BALIS-2,BB50015,0.0462,1230
